ID,wav,semantics,transcript
2586,fine-tune/20170214-0900-PLENARY-20-en_20170214-22:58:58_10,[{'type': 'org'| 'filler': 'esm'}],the current solution credit lines between national governments and the esm is not sufficient to overcome the banks' sovereign vicious circle and do away with the bailouts.
2587,fine-tune/20170214-0900-PLENARY-20-en_20170214-22:58:58_4,[{'type': 'org'| 'filler': 'banking union'}],the recommendations of the report concern all the pillars of the banking union the supervision resolution and deposit insurance and it looks into a variety of issues.
2588,fine-tune/20170214-0900-PLENARY-20-en_20170214-22:58:58_2,[],we also have legacy issues to deal with such as non performing loans.
2589,fine-tune/20170214-0900-PLENARY-20-en_20170214-22:58:58_6,[],the report has become a helpful stocktaking exercise before handing over to the colleagues leading the legislative discussions.
2590,fine-tune/20170214-0900-PLENARY-20-en_20170214-22:58:58_8,[],however there are also broader issues in this report which will not be dealt with in the current commission banking package.
2591,fine-tune/20170214-0900-PLENARY-20-en_20170214-22:58:58_9,[],i am especially thinking of the fiscal backstop. it needs to be done and actually there is agreement to establish it.
2592,fine-tune/20170214-0900-PLENARY-20-en_20170214-22:58:58_7,[],i hope the messages will be taken into account and will feed into legislative debates.
2593,fine-tune/20170214-0900-PLENARY-20-en_20170214-22:58:58_3,[{'type': 'law'| 'filler': 'single resolution mechanism'}| {'type': 'law'| 'filler': 'brrd'}| {'type': 'law'| 'filler': 'crd'}| {'type': 'law'| 'filler': 'crr'}| {'type': 'law'| 'filler': 'edis'}],what i intended to do with this report was to give a critical overview of the challenges we are facing while not pre empting the outcome of the legislative discussions on edis as well as on the new banking package that amends crr crd brrd and the single resolution mechanism regulation.
2594,fine-tune/20170214-0900-PLENARY-20-en_20170214-22:58:58_17,[{'type': 'org'| 'filler': 'banking union'}| {'type': 'org'| 'filler': 'banking union'}| {'type': 'gpe'| 'filler': 'denmark'}| {'type': 'gpe'| 'filler': 'union'}| {'type': 'gpe'| 'filler': 'uk'}],this has to be balanced with the need to keep some kind of safe asset to retain a benchmark for price formation on our financial markets and not to procyclically penalise financially fragile governments. to conclude let us not forget that with the uk out of the union all member states except denmark are committed to joining the euro in the future so we should encourage those countries to see the benefits of joining the banking union and of benefiting through banking union membership from participation in the decision sharing mechanism between home and host countries that we have established for the resolution of banks.
2595,fine-tune/20170214-0900-PLENARY-20-en_20170214-22:58:58_15,[],we need to balance the creation of a level playing field between small and large banks and the transparency and comparability of capital requirements with the need for risk sensitivity and the possibility to use specific information from banks that can bring useful refinement to the model.
2596,fine-tune/20170214-0900-PLENARY-20-en_20170214-23:18:16_6,[{'type': 'org'| 'filler': 'mps'}],is mps actually solvent?
2597,fine-tune/20170214-0900-PLENARY-20-en_20170214-23:18:16_10,[],and we need finally to step up and address the too big to fail' problem by introducing bank structural reform that actually separates commercial and investment banking.
2598,fine-tune/20170214-0900-PLENARY-20-en_20170214-23:18:16_11,[{'type': 'loc'| 'filler': 'europe'}],otherwise we are set to repeat history and it will be the ordinary decent families of europe who will again pay the price.
2599,fine-tune/20170214-0900-PLENARY-20-en_20170214-23:18:16_3,[{'type': 'norp'| 'filler': 'italian'}| {'type': 'ordinal'| 'filler': 'first'}| {'type': 'date'| 'filler': 'in recent months'}],in recent months we have seen and heard the first real test of the new rules on bank recovery and resolution in the italian banking crisis.
2600,fine-tune/20170214-0900-PLENARY-20-en_20170214-23:18:16_9,[],we need to address the bad loan problem by ending the savage austerity agenda championed by this commission;
2601,fine-tune/20170214-0900-PLENARY-20-en_20170214-23:18:16_7,[],if not it does not qualify for public assistance.
2602,fine-tune/20170214-0900-PLENARY-20-en_20170214-23:31:52_1,[],to the importance of having a robust and stable financial system while at the same time ensuring that banks are able to play their role in lending to the wider economy to support growth and jobs.
2603,fine-tune/20100920-0900-PLENARY-15-en_20100920-21:59:00_17,[{'type': 'gpe'| 'filler': 'eu'}],it is also committed to fostering self regulatory solutions by looking at the possibility of setting up an eu trust mark for e commerce to complement a code of online rights.
2604,fine-tune/20100920-0900-PLENARY-15-en_20100920-21:59:00_11,[],we can do this by harmonising rules for example on consumer contracts and we can streamline procedures to make them less costly for businesses conducting cross border transactions for example concerning waste management fees copyright levies vat reporting obligations and invoicing.
2605,fine-tune/20100920-0900-PLENARY-15-en_20100920-21:59:00_20,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'gpe'| 'filler': 'eu'}],we will explore how best to improve adr in the eu and come forward with a proposal for an eu wide online dispute resolution system for e commerce transactions by.
2606,fine-tune/20100920-0900-PLENARY-15-en_20100920-21:59:00_19,[],alternative dispute resolution as mentioned in the report can provide low cost simple and quick redress for consumers shopping on the internet.
2607,fine-tune/20100920-0900-PLENARY-15-en_20100920-21:59:00_22,[{'type': 'org'| 'filler': 'consumer protection committee'}],as part of the consumer protection committee national authorities regularly cooperate to stamp out unlawful practices on the internet.
2608,fine-tune/20100920-0900-PLENARY-15-en_20100920-21:59:00_8,[],many of the points raised are addressed in various policy domains including the digital agenda.
2609,fine-tune/20100920-0900-PLENARY-15-en_20100920-21:59:00_24,[{'type': 'date'| 'filler': 'earlier this month'}],earlier this month we launched an in depth study of e commerce.
2610,fine-tune/20100920-0900-PLENARY-15-en_20100920-21:59:00_15,[{'type': 'cardinal'| 'filler': 'one'}],we can also make it easier for citizens and companies to interact with national administrations by setting up one stop shops.
2611,fine-tune/20100920-0900-PLENARY-15-en_20100920-21:59:00_13,[{'type': 'law'| 'filler': 'services directive'}| {'type': 'gpe'| 'filler': 'eu'}],we will make consumers' lives easier by enforcing eu legislation in particular in relation to the services directive which prohibits geographical discrimination against consumers.
2612,fine-tune/20100920-0900-PLENARY-15-en_20100920-21:59:00_6,[],addressing the obstacles that citizens face in the online world can go a long way towards turning the promise of an integrated internal market into a reality.
2613,fine-tune/20100920-0900-PLENARY-15-en_20100920-21:59:00_7,[],so what can we do to fill the gaps in the internal market and make e commerce work better? the commission will reflect carefully on its response to the report.
2614,fine-tune/20100920-0900-PLENARY-15-en_20100920-21:59:00_23,[],the commission also monitors the e commerce market through its yearly consumer markets scoreboard.
2615,fine-tune/20100920-0900-PLENARY-15-en_20100920-21:59:00_25,[{'type': 'date'| 'filler': 'the beginning of two thousand and eleven'}],at the beginning of two thousand and eleven a communication will be dedicated to the evaluation of the application of the e commerce directive and will reflect on its better enforcement.
2616,fine-tune/20100920-0900-PLENARY-15-en_20100920-21:59:00_21,[{'type': 'date'| 'filler': 'two thousand and eleven'}| {'type': 'gpe'| 'filler': 'eu'}| {'type': 'date'| 'filler': 'two thousand and twelve'}],two thousand and twelve we also intend to ensure that consumers in mass claim situations across the eu are able to obtain compensation. proposals for adr and collective redress are also planned for the end of. two thousand and eleven knowing that public authorities are working together to keep a close watch on the internal market is a foundation for creating confidence.
2617,fine-tune/20100920-0900-PLENARY-15-en_20100920-21:59:00_3,[{'type': 'ordinal'| 'filler': 'first'}],most consumers have first hand experience of the internal market when shopping online.
2618,fine-tune/20100920-0900-PLENARY-15-en_20100920-21:59:00_16,[],the commission has set up a dedicated group of commissioners for the digital agenda to ensure a joined up approach to policy making on digital issues.
2619,fine-tune/20100920-0900-PLENARY-15-en_20100920-21:59:00_10,[{'type': 'ordinal'| 'filler': 'first'}],first we need to make life easier and simpler for both consumers and businesses.
2620,fine-tune/20090204-0900-PLENARY-15-en_20090204-18:22:05_25,[{'type': 'law'| 'filler': 'late payment directive'}| {'type': 'org'| 'filler': 'council'}],in addition the council will be concerned with the review of the late payment directive which is now being prepared and which is to ensure that small and medium sized enterprises are paid in time for all business transactions.
2621,fine-tune/20090204-0900-PLENARY-15-en_20090204-18:22:05_16,[],especially the smes.
2622,fine-tune/20090204-0900-PLENARY-15-en_20090204-18:22:05_11,[{'type': 'gpe'| 'filler': 'european union'}| {'type': 'ordinal'| 'filler': 'secondly'}],secondly conclusions from the commission communication entitled towards world class clusters in the european union implementing the broad based innovation strategy'.
2623,fine-tune/20090204-0900-PLENARY-15-en_20090204-18:53:41_2,[{'type': 'cardinal'| 'filler': 'one'}| {'type': 'cardinal'| 'filler': 'three'}],we will ensure that these are the three priorities energy external relations and the economy which are fully integrated and interconnected and focus on the concrete initiative; this is one of them.
2624,fine-tune/20090204-0900-PLENARY-15-en_20090204-18:53:41_9,[{'type': 'date'| 'filler': 'early may'}| {'type': 'gpe'| 'filler': 'prague'}],that will take place in prague in early may.
2625,fine-tune/20090204-0900-PLENARY-15-en_20090204-18:43:56_9,[{'type': 'date'| 'filler': 'coming months'}| {'type': 'norp'| 'filler': 'czech'}],therefore the czech presidency will ensure that work continues intensively over the coming months.
2626,fine-tune/20090204-0900-PLENARY-15-en_20090204-18:34:52_14,[{'type': 'law'| 'filler': 'dda'}],although the presidency is well aware of the obstacles that exist on the way toward successful completion of the whole process it will undoubtedly seek to give an effect to these commitments by working on the renewal of discussions on the dda as soon as the conditions allow.
2627,fine-tune/20090204-0900-PLENARY-15-en_20090204-18:34:52_12,[{'type': 'event'| 'filler': 'doha round'}| {'type': 'org'| 'filler': 'wto'}| {'type': 'org'| 'filler': 'council'}| {'type': 'date'| 'filler': 'end of two thousand and eight'}],therefore despite the fact that no conclusion was possible by the end of two thousand and eight the council remains fully committed to the multilateral trade system as well as to the conclusion of an ambitious balanced and comprehensive outcome of the wto doha round.
2628,fine-tune/20090204-0900-PLENARY-15-en_20090204-18:34:52_11,[],in particular for developing countries due to the development oriented character of this round.
2629,fine-tune/20090204-0900-PLENARY-15-en_20090204-18:34:52_13,[],this is even more important given the current economic and financial situation.
2630,fine-tune/20090204-0900-PLENARY-15-en_20090204-18:34:52_6,[{'type': 'gpe'| 'filler': 'doha'}| {'type': 'org'| 'filler': 'wto'}| {'type': 'date'| 'filler': 'this year'}| {'type': 'date'| 'filler': 'mid december last year'}| {'type': 'org'| 'filler': 'european council'}],moreover in the light of the current political and economic development the european council in mid december last year stated in its conclusions that it endorsed the objective of arriving this year within the wto at an agreement on the modalities leading to the conclusion of the doha
2631,fine-tune/20090204-0900-PLENARY-15-en_20090204-18:41:24_10,[],so we are all hoping for that.
2632,fine-tune/20090204-0900-PLENARY-15-en_20090204-19:04:19_6,[],but now i have to respond to this question.
2633,fine-tune/20090204-0900-PLENARY-15-en_20090204-19:04:19_8,[{'type': 'gpe'| 'filler': 'czech republic'}],i can assure you that the ratification process of the framework convention in the czech republic is in progress.
2634,fine-tune/20090204-0900-PLENARY-15-en_20090204-19:08:27_3,[],we all agree they need all the help they can get nicotine replacement therapies etc.
2635,fine-tune/20090204-0900-PLENARY-15-en_20090204-19:08:27_4,[],but we must recognise the damage that passive smoking does to those who do not enjoy smoking so please do not feel personally under the spotlight here.
2636,fine-tune/20090204-0900-PLENARY-15-en_20090204-19:08:27_5,[{'type': 'norp'| 'filler': 'czech'}],could you guarantee me then that before the end of the czech presidency you will have ratified the framework convention yes or no? it would be extremely important if you could give me guarantees on that.
2637,fine-tune/20090204-0900-PLENARY-15-en_20090204-19:10:01_5,[{'type': 'law'| 'filler': 'lisbon treaty'}],i am now fighting in my country for the earliest possible ratification of the lisbon treaty.
2638,fine-tune/20090204-0900-PLENARY-15-en_20090204-18:50:26_3,[{'type': 'cardinal'| 'filler': 'one'}| {'type': 'ordinal'| 'filler': 'second'}| {'type': 'cardinal'| 'filler': 'one'}],one is housing and energy efficiency. the second one is nuclear energy but i know this is a sensitive issue for some member states.
2639,fine-tune/20090204-0900-PLENARY-15-en_20090204-18:40:41_0,[{'type': 'person'| 'filler': 'american'}| {'type': 'gpe'| 'filler': 'european union'}| {'type': 'org'| 'filler': 'council'}| {'type': 'org'| 'filler': 'senate'}| {'type': 'org'| 'filler': 'house of representatives'}| {'type': 'gpe'| 'filler': 'united states'}],i would like to ask the minister if his attention has been drawn to the protectionist elements in the plan for recovery in the united states particularly as put forward by members of the house of representatives and the senate and if he has on behalf of the council communicated the concern of the european union to the american administration about this.
2640,fine-tune/20170403-0900-PLENARY-20-en_20170403-22:28:16_1,[{'type': 'cardinal'| 'filler': 'two'}],the commission welcomes the agreement reached between the two colegislators on our proposal concerning the recast of the regulation on characteristics for fishing vessels.
2641,fine-tune/20170403-0900-PLENARY-20-en_20170403-22:29:50_2,[],for that reason the concerns especially of our coastal communities and their mainly small vessels fishing within quota have to be taken into consideration and
2642,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_13,[{'type': 'org'| 'filler': 'parliament'}],i invite you and parliament to resist these attempts because they would weaken the compromise that you have been able to reach.
2643,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_15,[],instead of referring matters to the individual infrastructure managers which cover only national sections of each corridor.
2644,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_24,[{'type': 'gpe'| 'filler': 'brussels'}| {'type': 'cardinal'| 'filler': 'fifteen'}],fifteen priority rules for trains are not something the commission will ever want to decide from brussels. freight traffic is systemically discriminated against today because passenger traffic always has priority even in cases of disturbance.
2645,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_22,[],some have gone as far as saying that with this regulation the commission wants to give priority to freight trains over passenger trains thus threatening the efficient provision of rail passenger services in particular at regional and local level.
2646,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_20,[],the infrastructure managers have the responsibility to predefine capacity.
2647,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_19,[],so it is not a supranational body but it is a tool which speeds up and simplifies in a very transparent and non discriminatory manner the path allocation process.
2648,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_11,[],the commission considers that the compromise obtained during the negotiation is balanced and that the general objectives of the commission's proposals are duly taken into account.
2649,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_17,[{'type': 'cardinal'| 'filler': 'one'}],let me emphasise that the one stop shop is a joint body set up or designated by the management board of each corridor its function is that of a coordination tool.
2650,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_6,[{'type': 'loc'| 'filler': 'europe'}],these corridors link the main industrial regions of europe where the most substantive flow of goods originates and terminates along the main international axes.
2651,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_8,[],these include cooperation between rail infrastructure managers reliability of infrastructure capacities allocated to the corridors good coordination between rail infrastructure management and goods terminal management and non discriminatory access to these corridors for all operators.
2652,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_4,[],good quality rail infrastructure across borders is an essential condition for the competitiveness of many rail freight market segments and it is primordial if rail wants to compete with other modes of transport.
2653,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_2,[{'type': 'norp'| 'filler': 'european'}],notwithstanding the adverse economic cycle we are in there are some clear lessons to be learned how to revitalise the rail freight sector because rail freight transport is primarily international and an indisputable factor in its success is the availability of good quality rail infrastructure at the european level.
2654,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_5,[{'type': 'norp'| 'filler': 'european'}| {'type': 'date'| 'filler': 'the end of two thousand and eight'}],this also explains why the commission proposed at the end of two thousand and eight the development of a european rail network for competitive freight based on freight corridors.
2655,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_9,[{'type': 'ordinal'| 'filler': 'first'}| {'type': 'org'| 'filler': 'council'}],the council's position at first reading maintains the basic principle put forward in the commission's original proposal but waters down some of the elements.
2656,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_7,[{'type': 'date'| 'filler': 'today'}],the legislative proposal to which your attention is drawn today contains decisive elements which favour this development of high quality rail infrastructure at international level.
2657,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_1,[{'type': 'org'| 'filler': 'parliament'}| {'type': 'ordinal'| 'filler': 'second'}],now we are at the end of the second reading and the commission would like to reaffirm once again and in the strongest possible terms the political and industrial importance of the subject on which parliament has to decide.
2658,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_10,[{'type': 'ordinal'| 'filler': 'second'}| {'type': 'org'| 'filler': 'tran committee'}],the tran committee has reintroduced at second reading important amendments which strengthen the regulation and they bring back the original commission proposal.
2659,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_16,[{'type': 'cardinal'| 'filler': 'one'}| {'type': 'cardinal'| 'filler': 'one'}],but of course the one stop shop is limited to catalogue or reserve capacity that is the capacity which the infrastructure managers themselves have already decided to set aside for freight trains. corridor managers have also several options as to the way in which the one stop shop should be established.
2660,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_21,[{'type': 'cardinal'| 'filler': 'one'}],the one stop shop just sells paths to applicants on the basis of decisions already taken by infrastructure managers on the predefined infrastructure capacity.
2661,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_18,[{'type': 'org'| 'filler': 'rail net europe'}| {'type': 'cardinal'| 'filler': 'one'}],it may be a technical body within the corridor management structure or one of the infrastructure managers concerned or the bodies already established by rail net europe.
2662,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_25,[],what the text says is that the infrastructure managers themselves must take the responsibility to define transparent consistent non discriminatory rules for both types of traffic so that freight trains which are on time do not have to be systematically delayed in case of disturbance.
2663,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_23,[{'type': 'law'| 'filler': 'article fourteen'}],now let me be very frank this is improper it is not the right reading of the proposal and it does not correspond at all to the texts that everybody can read in article fourteen in article.
2664,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_12,[{'type': 'org'| 'filler': 'council'}| {'type': 'org'| 'filler': 'parliament'}],we are very grateful to parliament in that it has succeeded in reinforcing the role of the one stop shop which had been reduced to a mere mail box in the common position of the council. i know rapporteur that some people want to go back to the common position.
2665,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:12:34_14,[{'type': 'cardinal'| 'filler': 'one'}| {'type': 'cardinal'| 'filler': 'one'}],for the railway undertakings and for other applicants which wish to have access to the corridor infrastructure the one stop shop is a considerable simplification of the present very burdensome procedure because the one stop shop will be able to take decisions itself
2666,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:46:24_2,[{'type': 'person'| 'filler': 'marinescu'}],i think the point made by mr marinescu is important.
2667,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:52:47_3,[],we see active participation of all the rail actors.
2668,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:52:47_4,[{'type': 'cardinal'| 'filler': 'two'}],in the light of this debate let me insist once again on two issues.
2669,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:52:47_5,[{'type': 'cardinal'| 'filler': 'one'}| {'type': 'ordinal'| 'filler': 'first'}],the first the one stop shop is not a supranational body but an operational tool to make the path allocation process more efficient.
2670,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:52:47_6,[{'type': 'ordinal'| 'filler': 'second'}],second this regulation can be implemented in full respect of the need for capacity of other types of transport in particular passenger transport.
2671,fine-tune/20100614-0900-PLENARY-11-en_20100614-19:52:47_7,[{'type': 'date'| 'filler': 'tomorrow'}| {'type': 'loc'| 'filler': 'europe'}],the commission thinks it will be very good for europe if this proposal could be voted strongly tomorrow.
2672,fine-tune/20110117-0900-PLENARY-15-en_20110117-22:19:33_1,[],the failure of our airlines and our airports to deal with a few centimetres of snow in a few member states caused devastating delay disruption and despair for travellers.
2673,fine-tune/20110117-0900-PLENARY-15-en_20110117-22:19:33_3,[{'type': 'loc'| 'filler': 'arctic ice cap'}| {'type': 'org'| 'filler': 'potsdam institute'}| {'type': 'date'| 'filler': 'two thousand and nine'}],unusual snowfalls and uncommonly low temperatures as predicted in two thousand and nine by the potsdam institute arise from the melting of the arctic ice cap.
2674,fine-tune/20110117-0900-PLENARY-15-en_20110117-22:19:33_2,[{'type': 'org'| 'filler': 'council'}| {'type': 'org'| 'filler': 'committee on transport and tourism'}| {'type': 'org'| 'filler': 'parliament'}],i call on parliament's committee on transport and tourism the union's transport commissioner and transport ministers in the council to conduct an inquiry into the disruption to make provisions to prevent its recurrence to ensure that those affected are properly compensated and to study a sharing of the burden of compensation in future between the airline companies and others involved such as airport operators.
2675,fine-tune/20110117-0900-PLENARY-15-en_20110117-22:19:33_0,[{'type': 'date'| 'filler': 'ten days before christmas'}| {'type': 'loc'| 'filler': 'europe'}| {'type': 'cardinal'| 'filler': 'hundreds of thousands'}],mr president i rise to make a statement about the plight of hundreds of thousands of airline passengers in europe in the ten days before christmas and the chaos in the arrangements for transporting them and their baggage to their intended destinations.
2676,fine-tune/20110117-0900-PLENARY-15-en_20110117-22:47:14_2,[],this failure means that companies have to produce multiple product formulations to comply with different national laws.
2677,fine-tune/20110117-0900-PLENARY-15-en_20110117-22:47:14_3,[],this is unfair and expensive especially as a scientific model for setting maximum amounts is available.
2678,fine-tune/20110117-0900-PLENARY-15-en_20110117-22:47:14_1,[],the commission has yet to produce a proposal to harmonise the maximum amounts of vitamins and minerals that can be included in food supplements as required by the directive.
2679,fine-tune/20110117-0900-PLENARY-15-en_20110117-22:23:35_0,[{'type': 'fac'| 'filler': 'church of st'}| {'type': 'date'| 'filler': 'christmas day'}| {'type': 'law'| 'filler': 'article ten of the charter of fundamental rights of the european union'}| {'type': 'law'| 'filler': 'article eighteen of the universal declaration of human rights'}],mr president with regard to article eighteen of the universal declaration of human rights and to article ten of the charter of fundamental rights of the european union i was informed that on christmas day a massive abuse of religious freedom took place in the church of st.
2680,fine-tune/20110117-0900-PLENARY-15-en_20110117-22:24:30_5,[{'type': 'cardinal'| 'filler': 'three hundred'}],three hundred now you understand why.
2681,fine-tune/20110117-0900-PLENARY-15-en_20110117-22:39:21_0,[{'type': 'person'| 'filler': 'robert burns'}| {'type': 'gpe'| 'filler': 'scotland'}| {'type': 'date'| 'filler': 'next week'}],mr president next week all across the world people will be celebrating the life of scotland's national poet robert burns.
2682,fine-tune/20110117-0900-PLENARY-15-en_20110117-22:39:21_3,[{'type': 'person'| 'filler': 'burns'}| {'type': 'norp'| 'filler': 'scottish'}| {'type': 'norp'| 'filler': 'american'}| {'type': 'norp'| 'filler': 'scottish'}| {'type': 'org'| 'filler': 'council'}],what action can the commission and the council take in their transatlantic dialogues to put scottish haggis back not just on the agenda but also on the menu when it comes to american traditional scottish burns suppers?
2683,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:26:45_15,[{'type': 'gpe'| 'filler': 'sudan'}| {'type': 'gpe'| 'filler': 'eu'}],the eu is ready to engage with the government of sudan on these issues.
2684,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:26:45_7,[{'type': 'date'| 'filler': 'six months'}| {'type': 'person'| 'filler': 'osman mirgani'}| {'type': 'date'| 'filler': 'three year'}| {'type': 'person'| 'filler': 'zine al abidine'}| {'type': 'norp'| 'filler': 'sudanese'}| {'type': 'date'| 'filler': 'twenty three october'}],on twenty three october the sudanese court sentenced zine al abidine to a three year suspended sentence and the editor in chief osman mirgani to six months in jail for criminal conspiracy and disruption of the public order.
2685,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:26:45_8,[{'type': 'person'| 'filler': 'mirgani'}],mirgani was released the following day after a fine for his release was paid.
2686,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:26:45_14,[],this includes the strengthening of the democratisation process respect for human rights and fundamental freedoms as well as the adoption of genuine political and economic reforms addressing the root causes of conflict.
2687,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:26:45_12,[{'type': 'gpe'| 'filler': 'sudan'}| {'type': 'gpe'| 'filler': 'union'}],the union is for example supporting several projects on press freedom as well as civic and human rights education in sudan through the european instrument for democracy and human rights.
2688,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:26:45_6,[{'type': 'date'| 'filler': 'two years'}],as a consequence the newspaper was immediately suspended for two years.
2689,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:26:45_2,[{'type': 'date'| 'filler': 'december'}| {'type': 'gpe'| 'filler': 'european union'}],such concerns were highlighted in a statement issued by the european union with like minded partners in december.
2690,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:26:45_4,[],civil society organisations are largely inhibited from operating at full capacity with crackdowns on protesters human rights defenders journalists members of the opposition and religious minorities.
2691,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:26:45_10,[],the union will continue to call on the government to respect freedom of expression and enable space for civil society.
2692,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:21:41_4,[],we need to ensure that not a euro is diverted to fund surveillance and it systems that could assist in repression of journalists and media.
2693,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:21:41_2,[{'type': 'date'| 'filler': 'for years'}| {'type': 'norp'| 'filler': 'sudanese'}],the sudanese intelligence agency has been waging an actual war on freedom of information and expression for years.
2694,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:21:41_5,[],i think that the high representative the commission and member states need to step up support to civil society that can help and reform press and printing legislation.
2695,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:21:41_3,[{'type': 'gpe'| 'filler': 'sudan'}| {'type': 'money'| 'filler': 'eur one hundred million'}| {'type': 'gpe'| 'filler': 'eu'}],there is no hope for democracy if these basic values continue to be threatened. my main concern is that the eu gives eur one hundred million in aid to sudan on migration.
2696,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:21:41_1,[],these journalists are not alone in facing repression.
2697,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:02:44_3,[{'type': 'person'| 'filler': 'omar al bashir'}| {'type': 'date'| 'filler': 'five years'}| {'type': 'person'| 'filler': 'al abidine'}],al abidine in a clear case of political persecution and selective justice has been sentenced to a suspended sentence of five years ostensibly for writing a piece alleging corruption associated with the ruling family of president omar al bashir.
2698,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:02:44_5,[{'type': 'gpe'| 'filler': 'sudan'}| {'type': 'cardinal'| 'filler': 'twelve'}| {'type': 'cardinal'| 'filler': 'forty four'}| {'type': 'date'| 'filler': 'two thousand and sixteen'}],in two thousand and sixteen there were forty four occurrences of confiscated publications affecting twelve different newspapers which gives you an idea of the widespread nature of such repressive practices in sudan.
2699,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:14:16_0,[],mr president again we observe the heinous measures which dictatorships are willing to use in order to silence even the slightest criticism legitimate criticism.
2700,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:14:16_2,[],by this time we ought to know to what lengths authoritarian regimes are ready to go in order to silence any perceived threats.
2701,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:14:16_3,[],as a former journalist i realise the indispensable role of a free press in any state grounded in the rule of law.
2702,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:14:16_5,[{'type': 'norp'| 'filler': 'sudanese'}| {'type': 'person'| 'filler': 'osman mirgani'}| {'type': 'person'| 'filler': 'mohamed zine al abidine'}| {'type': 'gpe'| 'filler': 'european union'}],the european union must condemn the unjust sentencing of mohamed zine al abidine and osman mirgani and increase the pressure on the sudanese regime.
2703,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:14:16_6,[],the president and his companions must cease their actions.
2704,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:14:16_7,[{'type': 'gpe'| 'filler': 'sudan'}],the people of sudan too deserve to live in freedom in security and democracy.
2705,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:16:59_1,[{'type': 'cardinal'| 'filler': 'one'}| {'type': 'date'| 'filler': 'five years'}| {'type': 'person'| 'filler': 'al abidine'}],al abidine did what a journalist is supposed to do shed light on those in power but is now being sentenced to five years as one of many critics that are silenced.
2706,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:16:59_2,[{'type': 'norp'| 'filler': 'sudanese'}],we call on the sudanese authorities to review these outrageous charges and to respect all people's rights.
2707,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:16:59_3,[{'type': 'law'| 'filler': 'declaration on media freedom in the arab world'}| {'type': 'law'| 'filler': 'cotonou agreement'}],the government should at least adhere to its own commitments under the cotonou agreement but also to the declaration on media freedom in the arab world.
