ID,wav,semantics,transcript
286,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:51:06_6,[],it is about the external competitiveness that a large single market can generate so it is intimately mixed with the recovery side of economic governance. we also need a permanent financial stability mechanism capable of evolving over time subject to governance and priorities.
287,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:51:06_4,[],but we should not cherry pick from the single market nor continue to get it wrong.
288,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:55:33_3,[],what is the treaty basis for this exclusion?
289,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:55:33_7,[{'type': 'cardinal'| 'filler': 'twenty seven'}],the single market includes twenty seven member states as does the challenge of competitiveness.
290,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:55:33_6,[{'type': 'org'| 'filler': 'european commission'}],why not apply treaty based enhanced cooperation within the treaties with a central role for the european commission?
291,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:33:20_3,[{'type': 'loc'| 'filler': 'europe'}],it was ironic because his next sentence was and that is why in europe facing the euro crisis we must reinforce the community method'.
292,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:33:20_11,[{'type': 'loc'| 'filler': 'europe'}],he may vote for it but the peoples of europe have not voted for it.
293,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:33:20_5,[{'type': 'org'| 'filler': 'european parliament'}],i know the european parliament voted for you but you were the only candidate that was offered to us.
294,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:33:20_19,[{'type': 'gpe'| 'filler': 'european union'}],we cannot go on as a european union buying our own debt.
295,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:33:20_20,[{'type': 'org'| 'filler': 'european central bank'}],if we do the next debt crisis will not be in a country but will be a debt crisis of the european central bank itself.
296,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:33:20_9,[],nobody has voted for that.
297,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:33:20_1,[{'type': 'gpe'| 'filler': 'egypt'}],he talked about the events in egypt and elsewhere saying that it is wonderful that people are rising up seeking democracy.
298,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:33:20_2,[],i would remind him that democracy is a method whereby you vote for people who govern you and then if you do not like what they do you can get rid of them turf them out and put somebody else in.
299,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:33:20_10,[],nobody has been asked whether they want it.
300,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:33:20_4,[{'type': 'person'| 'filler': 'barroso'}],for the public watching in on this which increasingly they do the community method means that laws are proposed in secret by unelected bureaucrats people like you mr barroso.
301,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:37:54_1,[{'type': 'gpe'| 'filler': 'united kingdom'}],could i ask him what is the basis of the united kingdom?
302,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:37:54_3,[],is this not a union of nations?
303,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:58:06_1,[{'type': 'percent'| 'filler': 'twelve and half per cent'}],the twelve and half per cent corporate rate is critical to supporting our economic recovery retaining our jobs and employment growth.
304,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:58:06_2,[{'type': 'cardinal'| 'filler': 'eight'}],as a result of establishing a low corporate tax rate eight of the world's top technology firms are based in my country.
305,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:58:06_3,[{'type': 'gpe'| 'filler': 'ireland'}| {'type': 'gpe'| 'filler': 'ireland'}| {'type': 'gpe'| 'filler': 'european union'}],any move towards converging or harmonising the rate of company tax in the european union would substantially damage ireland's ability to attract foreign direct investment and hence our ability to grow to economic recovery. it is important to remember that ireland like indeed other smaller countries
306,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:29:22_0,[{'type': 'gpe'| 'filler': 'uk'}| {'type': 'loc'| 'filler': 'eurozone'}],madam president in a crisis one sometimes has to act quickly and it is clear that the eurozone is not out of its crisis but one also has to act intelligently. the uk restored market confidence by reforms to control spending and reduce national debt.
307,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:29:22_2,[{'type': 'org'| 'filler': 'european council'}| {'type': 'org'| 'filler': 'parliament'}],parliament's procedures do not allow it to make rapid decisions but there are suggestions tabled by meps that perhaps the european council could find helpful.
308,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:29:22_3,[{'type': 'norp'| 'filler': 'irish'}],on the irish interest rate those of us who have lent another country money deserve an interest rate which reflects the risk but we also want our money back.
309,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:29:22_4,[],i have suggested a pre payment incentive a bonus to reward early repayment.
310,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:29:22_5,[],under the economic governance package member states will have to be more transparent with their own budgets.
311,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:29:22_6,[{'type': 'gpe'| 'filler': 'eu'}],i would suggest the same thing should happen for taxpayers contributing to the eu's budget.
312,fine-tune/20110308-0900-PLENARY-10-en_20110308-15:29:22_7,[],i hope that despite this crisis our national governments will be able to listen to suggestions from this house and work together in a constructive manner.
313,fine-tune/20130116-0900-PLENARY-7-en_20130116-12:47:50_5,[{'type': 'norp'| 'filler': 'irish'}],we are now calling on the incoming irish presidency to deal with this issue in a pragmatic and realistic manner.
314,fine-tune/20130116-0900-PLENARY-7-en_20130116-12:47:50_1,[{'type': 'org'| 'filler': 'council'}| {'type': 'org'| 'filler': 'parliament'}],parliament is experiencing with the council on the issue of long term management plans.
315,fine-tune/20130116-0900-PLENARY-7-en_20130116-12:47:50_4,[],so no progress has been made.
316,fine-tune/20130116-0900-PLENARY-7-en_20130116-12:47:50_2,[],these plans are vitally important in terms of protecting fishing resources and ensuring the livelihoods of communities depending on fishing.
317,fine-tune/20130116-0900-PLENARY-7-en_20130116-12:39:33_1,[],it is a senseless interpretation.
318,fine-tune/20130116-0900-PLENARY-7-en_20130116-13:01:36_1,[],i want to stress that the commission must take this audit and the recommendations of my report into account when preparing the next programming period.
319,fine-tune/20130116-0900-PLENARY-7-en_20130116-13:01:36_3,[],thank you very much for your support for the report.
320,fine-tune/20130116-0900-PLENARY-7-en_20130116-12:50:29_2,[{'type': 'org'| 'filler': 'council'}],the dispute with the council must be resolved.
321,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:32:30_2,[{'type': 'gpe'| 'filler': 'uk'}| {'type': 'gpe'| 'filler': 'germany'}| {'type': 'loc'| 'filler': 'europe'}| {'type': 'gpe'| 'filler': 'turkey'}| {'type': 'norp'| 'filler': 'turkish'}| {'type': 'gpe'| 'filler': 'turkey'}],now should turkey obtain freedom of movement what is your careful estimate of the number of turkish citizens who will emigrate from turkey to northern europe in particular to germany and the uk?
322,fine-tune/20140311-0900-PLENARY-16-en_20140311-20:25:53_6,[],there is no shortcut which would ignore this value based accession process where conditionality is our main instrument. what i have always expected from this house is that
323,fine-tune/20140311-0900-PLENARY-16-en_20140311-20:25:53_18,[],many of you have referred to
324,fine-tune/20140311-0900-PLENARY-16-en_20140311-20:25:53_3,[{'type': 'gpe'| 'filler': 'european union'}],way to become a european union member state to deliver fully on all chapters of the accession process. there is no derogation from the fundamental freedoms rule of law accountability
325,fine-tune/20140311-0900-PLENARY-16-en_20140311-20:25:53_5,[],there are no interim periods.
326,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:36:26_11,[{'type': 'org'| 'filler': 'council'}| {'type': 'norp'| 'filler': 'greek'}],i hope that the greek presidency of the council could be more helpful in this particular area.
327,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:36:26_7,[{'type': 'org'| 'filler': 'nato'}| {'type': 'loc'| 'filler': 'west'}| {'type': 'gpe'| 'filler': 'turkey'}],it is very much in our interest to do all we can to ensure that turkey continues as a stable increasingly prosperous free market secular democracy firmly oriented to the west and a strong nato ally.
328,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:36:26_9,[{'type': 'gpe'| 'filler': 'turkey'}],how much easier for our own citizens to accept turkey if the free movement issue is properly addressed including with a long transition period.
329,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:36:26_3,[],in particular we want to get away from the obsession with political integration.
330,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:36:26_5,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'org'| 'filler': 'nato'}],they are concerned about free movement as an unqualified right and in these dangerous and unstable times they prefer the guarantee of nato rather than the theatricals of eu defence policy.
331,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:36:26_2,[{'type': 'gpe'| 'filler': 'european union'}| {'type': 'ordinal'| 'filler': 'first'}],can i say first of all that many of us want to see major changes in the nature of the european union itself.
332,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:36:26_4,[],instead our citizens want to focus on economic growth and improved international competitiveness.
333,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:36:26_6,[{'type': 'gpe'| 'filler': 'turkey'}],it is in this context that we should view our relationship with turkey.
334,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:36:26_10,[{'type': 'norp'| 'filler': 'turks'}| {'type': 'norp'| 'filler': 'greeks'}| {'type': 'cardinal'| 'filler': 'two'}| {'type': 'gpe'| 'filler': 'cyprus'}| {'type': 'gpe'| 'filler': 'turkey'}| {'type': 'gpe'| 'filler': 'turkey'}],on this basis let us send positive signals to turkey open the energy chapter give fresh vitality to negotiations provide increased humanitarian assistance to the refugees in turkey's border areas and encourage the talks on the reunification of cyprus recognising that this is a genuinely two sided issue which would be helped by substantive confidence building measures from both greeks and turks.
335,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:48:57_3,[{'type': 'org'| 'filler': 'international trade union confederation'}| {'type': 'org'| 'filler': 'kesk'}| {'type': 'date'| 'filler': 'last month'}| {'type': 'cardinal'| 'filler': 'fifty'}],more than fifty public sector workers were arrested last month simply for their membership of the kesk public sector trade union. with the international trade union confederation i condemn the misuse of anti terrorist laws in this matter.
336,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:48:57_4,[{'type': 'org'| 'filler': 'facebook'}| {'type': 'org'| 'filler': 'youtube'}],i join others in sharing my deep concern about proposals to block access to youtube and facebook which represent a serious threat to freedom of expression in the country.
337,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:19:37_19,[{'type': 'gpe'| 'filler': 'turkey'}],this is what turkey itself asked for so let us take their word for it and let us engage in a constructive dialogue to deliver results on these crucial issues.
338,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:19:37_11,[],unfortunately as i said there have also been reasons for serious concern.
339,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:19:37_17,[{'type': 'gpe'| 'filler': 'turkey'}| {'type': 'gpe'| 'filler': 'european union'}],this is the only way for the european union to remain an anchor of reforms in turkey and to support all those in that country who call for more freedom and democracy.
340,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:19:37_15,[],goes into the right direction. we need for instance to work more closely together before legislation is envisaged and drafted.
341,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:19:37_6,[{'type': 'date'| 'filler': 'three years'}| {'type': 'ordinal'| 'filler': 'first'}],on the positive side we have opened the accession negotiations on the regional policy chapter the first chapter opened in more than three years. we have signed the readmission agreement and launched the visa liberalisation dialogue.
342,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:19:37_4,[{'type': 'gpe'| 'filler': 'european union'}],such a special country for the european union.
343,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:19:37_5,[{'type': 'date'| 'filler': 'over the past year'}],over the past year there have been positive developments but also reasons for serious concern.
344,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:19:37_3,[{'type': 'gpe'| 'filler': 'turkey'}],the accession process is certainly the central one but others are growing in significance notably our dialogue and cooperation on foreign policy our trade relations our cooperation on mobility and migration and our dialogue on energy issues these are other aspects that make turkey
345,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:19:37_7,[{'type': 'org'| 'filler': 'customs union'}],we have also launched the evaluation of the customs union to assess its strengths and weaknesses in order to benefit more from our longstanding trade relations.
346,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:19:37_12,[{'type': 'ordinal'| 'filler': 'first'}],these relate first and foremost to the government's response to the recent corruption allegations in particular the adoption of legislation which affects the functioning of the judiciary and freedom of expression.
347,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:19:37_14,[{'type': 'gpe'| 'filler': 'turkey'}| {'type': 'date'| 'filler': 'october'}],we will report extensively on these developments also in our forthcoming progress report in october. i intend to continue and even deepen a resolute patient and frank engagement with turkey on the rule of law and fundamental freedoms. but in addition we need to change the way we cooperate in order to ensure that development in the different policy areas
348,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:19:37_16,[{'type': 'date'| 'filler': 'coming weeks'}| {'type': 'norp'| 'filler': 'turkish'}],the commission will approach our turkish counterparts on this basis in the coming weeks to ensure that we have a common understanding on the principles of our cooperation.
349,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:19:37_18,[{'type': 'cardinal'| 'filler': 'twenty three'}],in the meantime i will continue to urge the council to formulate at last a roadmap or if you would prefer opening benchmarks for chapter twenty three of the accession negotiations.
350,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:59:32_7,[{'type': 'gpe'| 'filler': 'european union'}| {'type': 'gpe'| 'filler': 'turkey'}],turkey should be regarded as too big too poor too different and too authoritarian ever to become a member of the european union.
351,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:59:32_1,[{'type': 'gpe'| 'filler': 'cuba'}],there is like in cuba a bill to curb internet freedom.
352,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:59:32_5,[],they are clearly not paying any attention to the commissioner at all.
353,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:59:32_3,[{'type': 'gpe'| 'filler': 'turkey'}| {'type': 'cardinal'| 'filler': 'forty'}],worst of all currently there are forty journalists in prison in turkey.
354,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:59:32_4,[{'type': 'norp'| 'filler': 'turks'}],the commissioner in his arrogant self absorption said that he had spoken to the turks about this.
355,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:59:32_2,[],the justice minister has powers to appoint and discipline judges and prosecutors.
356,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:59:32_6,[{'type': 'loc'| 'filler': 'western'}| {'type': 'gpe'| 'filler': 'turkey'}| {'type': 'gpe'| 'filler': 'turkey'}],in turkey there is a subjugation of the media the judiciary and civil society that is almost without precedent in a seeming democracy. to put it simply turkey does not subscribe to western values.
357,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:59:32_8,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'gpe'| 'filler': 'turkey'}| {'type': 'norp'| 'filler': 'uk'}],it is totally depressing that the establishment uk political parties are all cheerleaders for turkey to join the eu.
358,fine-tune/20140311-0900-PLENARY-16-en_20140311-20:09:05_3,[{'type': 'cardinal'| 'filler': 'one'}| {'type': 'norp'| 'filler': 'christian'}| {'type': 'org'| 'filler': 'council of state'}| {'type': 'date'| 'filler': 'for years'}],we welcome of course the release of journalists and others who have been detained for years but those who are suspected of murdering members of the council of state and christian missionaries are also being released. this is just one example. friends and foes keep changing.
359,fine-tune/20140311-0900-PLENARY-16-en_20140311-20:09:05_4,[],it is unclear what to believe any more. the truth seems to shift according to which newspaper one reads.
360,fine-tune/20140311-0900-PLENARY-16-en_20140311-20:09:05_5,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'gpe'| 'filler': 'turkey'}],the people of turkey to a great extent are losing their belief in the rule of law and democracy which are the core values of the eu.
361,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:34:01_2,[{'type': 'gpe'| 'filler': 'turkey'}| {'type': 'gpe'| 'filler': 'turkey'}],but instead of being strong and clear on human rights we have been starting to export our own human rights problems into turkey as we are doing now with the readmission agreement. we all know that the rights of migrants will not be respected in turkey therefore we should not have a readmission agreement whereas we agreed that visa liberalisation is a very important tool.
362,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:34:01_3,[{'type': 'fac'| 'filler': 'gezi park'}| {'type': 'date'| 'filler': 'the past year'}],yes there have been important democratic reforms in the past year but they have been overshadowed by declarations on internet freedom and by the violence against protestors in gezi park.
363,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:34:01_4,[{'type': 'person'| 'filler': 'berkin elvan'}| {'type': 'date'| 'filler': 'fifteen year old'}],i too want to remind us of fifteen year old berkin elvan who died because of injuries caused by tear gas bullets.
364,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:34:01_5,"[{'type': 'org'| 'filler': 'halklarn demokratik partisi'}| {'type': 'org'| 'filler': ""people's democratic party""}]",i am also concerned by attacks on offices of the people's democratic party halklarn demokratik partisi and i hope that this will not prevent the coming elections from being peaceful and free from attacks.
365,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:34:01_6,[],furthermore any progress is overshadowed by the current corruption scandal and developments that i can only interpret as a threat to the independence of the justice system.
366,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:34:01_7,[{'type': 'law'| 'filler': 'copenhagen'}| {'type': 'gpe'| 'filler': 'turkey'}| {'type': 'gpe'| 'filler': 'turkey'}| {'type': 'gpe'| 'filler': 'eu'}],but once again the role of the eu could be much stronger if we were to have a clear commitment to a positive outcome on prospects for membership. we would have much stronger leverage if we were to be clear that yes we will accept turkey in our midst if turkey fulfils the copenhagen criteria.
367,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:34:01_8,[],this is the only thing that counts and member states should finally be clear about this.
368,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:50:23_2,[{'type': 'law'| 'filler': 'copenhagen'}| {'type': 'gpe'| 'filler': 'turkey'}| {'type': 'person'| 'filler': 'fle'}],mr fle speaks of serious concerns but i have to say with great regret that i think these concerns are now so serious that turkey has ceased to fulfil sufficiently the copenhagen
369,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:39:39_0,[],i think you are absolutely right.
370,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:39:39_1,[],i think this is exactly the sort of formulation that people in our country would like to see.
371,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:39:39_2,[{'type': 'loc'| 'filler': 'europe'}| {'type': 'cardinal'| 'filler': 'two'}],i do not like the concept of a two speed europe because faster sounds better than slower.
372,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:39:39_3,[{'type': 'gpe'| 'filler': 'european union'}| {'type': 'gpe'| 'filler': 'united kingdom'}| {'type': 'loc'| 'filler': 'europe'}| {'type': 'loc'| 'filler': 'europe'}],what i would prefer is a multi centric europe with overlapping circles of engagement a more europe if you like still with the united kingdom remaining at the centre at the core of the european union but not engaging in many of these areas where you want increased integration.
373,fine-tune/20140311-0900-PLENARY-16-en_20140311-19:39:39_4,[{'type': 'gpe'| 'filler': 'turkey'}],on that basis it would be so much easier for turkey to become a member.
374,fine-tune/20170613-0900-PLENARY-16-en_20170613-19:30:10_8,[{'type': 'gpe'| 'filler': 'yemen'}],these pledges must be translated immediately into the concrete action that the people of yemen need and deserve.
375,fine-tune/20170613-0900-PLENARY-16-en_20170613-19:42:04_5,[],the humanitarian situation.
376,fine-tune/20170613-0900-PLENARY-16-en_20170613-19:42:04_3,[],and to avoid a breeding ground for more violent extremism.
377,fine-tune/20170613-0900-PLENARY-16-en_20170613-19:42:04_7,[{'type': 'cardinal'| 'filler': 'millions and millions'}| {'type': 'date'| 'filler': 'last year'}| {'type': 'gpe'| 'filler': 'yemen'}| {'type': 'gpe'| 'filler': 'saudi arabia'}| {'type': 'date'| 'filler': 'last year'}],last year this house called for an arms embargo to saudi arabia because of its role in yemen. it is a very important signal that we must repeat and at least the call of last year is still very valid if we look at the incredible and unnecessary suffering of millions and millions of people.
378,fine-tune/20170613-0900-PLENARY-16-en_20170613-19:42:04_8,[{'type': 'gpe'| 'filler': 'yemen'}| {'type': 'gpe'| 'filler': 'eu'}],i think the eu must do more develop a shared position and step up its efforts to end this disgusting war and the humanitarian suffering in yemen.
379,fine-tune/20170613-0900-PLENARY-16-en_20170613-19:42:04_6,[{'type': 'gpe'| 'filler': 'yemen'}| {'type': 'norp'| 'filler': 'iranian'}],of course the iranian side must also stop fighting a proxy war in yemen.
380,fine-tune/20170613-0900-PLENARY-16-en_20170613-19:42:04_4,[{'type': 'gpe'| 'filler': 'hodeidah'}| {'type': 'gpe'| 'filler': 'saudi arabia'}| {'type': 'gpe'| 'filler': 'yemen'}| {'type': 'gpe'| 'filler': 'eu'}| {'type': 'org'| 'filler': 'european external action service'}],it is high time and this is a real appeal to the european external action service and the member states that the eu develops a common position vis vis yemen and at least that member states stop exporting weapons to saudi arabia which together with the coalition continues to indiscriminately bomb civilians and block the ports of hodeidah which in turn exacerbates
381,fine-tune/20170613-0900-PLENARY-16-en_20170613-19:42:04_2,[{'type': 'norp'| 'filler': 'yemeni'}],the violence that has broken out has devastating consequences and will not likely lead to a clear outcome. instead everything must be done to find a negotiated solution not only in the interest of the yemeni people but also to avoid a spillover into an already fragile and explosive region
382,fine-tune/20170613-0900-PLENARY-16-en_20170613-19:50:12_4,[{'type': 'gpe'| 'filler': 'yemen'}| {'type': 'cardinal'| 'filler': 'seventy five'}],given that approximately seventy five of yemen's food supplies enter the country via this port the devastating consequences of its destruction cannot be underestimated.
383,fine-tune/20170613-0900-PLENARY-16-en_20170613-19:50:12_6,[{'type': 'org'| 'filler': 'aqap'}| {'type': 'norp'| 'filler': 'houthis'}| {'type': 'norp'| 'filler': 'saudi'}| {'type': 'gpe'| 'filler': 'yemen'}| {'type': 'org'| 'filler': 'al qaeda in the arabian peninsula'}],the growing footprint of al qaeda in the arabian peninsula in parts of yemen is also of grave concern as are reports that suggest that the saudi coalition has coordinated its attacks against the houthis alongside aqap.
384,fine-tune/20170613-0900-PLENARY-16-en_20170613-19:50:12_7,[{'type': 'norp'| 'filler': 'saudi'}| {'type': 'norp'| 'filler': 'us'}],this is particularly worrying given the new us administration's continued hints that it may seek to play a more decisive role in supporting the saudi led coalition.
385,fine-tune/20170613-0900-PLENARY-16-en_20170613-19:50:12_1,[{'type': 'cardinal'| 'filler': 'half'}| {'type': 'cardinal'| 'filler': 'two million'}],two million people have been displaced and over half of the country's population lacks access to safe drinking water or sufficient food supplies.
386,fine-tune/20170613-0900-PLENARY-16-en_20170613-19:50:12_5,[{'type': 'norp'| 'filler': 'saudi'}],the campaign continues to be marked by the disproportionate level of civilian casualties and very poor targeting of saudi ordinance in their air campaign.
387,fine-tune/20170613-0900-PLENARY-16-en_20170613-19:50:12_3,[{'type': 'norp'| 'filler': 'saudi'}| {'type': 'gpe'| 'filler': 'hodeidah'}| {'type': 'cardinal'| 'filler': 'eight hundred'}],eight hundred with humanitarian assistance already struggling to reach those in need there is continued concern that the houthiheld port of hodeidah may be the target of an attack on the saudi led coalition.
388,fine-tune/20170613-0900-PLENARY-16-en_20170613-19:57:37_2,[],the inability to act decisively brings instability to the rest of the world.
389,fine-tune/20170613-0900-PLENARY-16-en_20170613-19:57:37_5,[{'type': 'cardinal'| 'filler': 'one'}],one ray of hope is the rise of the southern movement.
390,fine-tune/20170613-0900-PLENARY-16-en_20170613-19:57:37_6,[{'type': 'norp'| 'filler': 'yemenis'}| {'type': 'norp'| 'filler': 'yemeni'}| {'type': 'date'| 'filler': 'for the past three years'}],it is possible that we can encourage peace and stability in the south by working with them towards a federal solution even as i've been saying for the past three years if it threatens the integrity of the yemeni state which in my opinion is already a busted flush. we must listen to the south yemenis' peaceful call for a say in their future.
391,fine-tune/20170613-0900-PLENARY-16-en_20170613-19:53:24_1,[],the country is slipping into famine and this can only get worse as the conflict continues.
392,fine-tune/20170613-0900-PLENARY-16-en_20170613-19:53:24_6,[],in addition i have and we have the uncomfortable feeling that the international community and public opinion are turning their eyes from that dramatic conflict attracted by other major global events.
393,fine-tune/20170613-0900-PLENARY-16-en_20170613-19:53:24_8,[{'type': 'date'| 'filler': 'today'}],why it is important today to underline this fact?
394,fine-tune/20170613-0900-PLENARY-16-en_20170613-19:53:24_9,[{'type': 'gpe'| 'filler': 'saudi arabia'}| {'type': 'gpe'| 'filler': 'iran'}| {'type': 'gpe'| 'filler': 'european union'}],because this conflict can be ended with goodwill and with the support of other major regional and global actors including the european union and it's right to mention that iran and saudi arabia both being more or less our partners should pay attention and should assume their regional responsibilities because the responsibility there is bearing on their shoulders.
395,fine-tune/20100616-0900-PLENARY-11-en_20100616-17:07:05_10,[],yet seriously these large prison populations could swing marginal votes especially at the local level.
396,fine-tune/20100616-0900-PLENARY-11-en_20100616-17:07:05_12,[],what about the rights of victims?
397,fine-tune/20100616-0900-PLENARY-11-en_20100616-17:07:05_5,[],but are human rights not meant to protect decent law abiding citizens not terrorists hijackers murderers and law breakers?
398,fine-tune/20100616-0900-PLENARY-11-en_20100616-17:07:05_9,[{'type': 'norp'| 'filler': 'liberal democrats'}],possibly the liberal democrats because they support this nonsense!
399,fine-tune/20100616-0900-PLENARY-11-en_20100616-17:07:05_7,[{'type': 'loc'| 'filler': 'europe'}| {'type': 'person'| 'filler': 'bin laden'}| {'type': 'person'| 'filler': 'abu qatada'}| {'type': 'person'| 'filler': 'rose west'}],is it justice to seek his approval? is it right to knock on the cell door of rose west a serial killer securing her support? and what of abu qatada bin laden's right hand man in europe?
400,fine-tune/20100616-0900-PLENARY-11-en_20100616-17:07:05_8,[],who will he be voting for?
401,fine-tune/20100616-0900-PLENARY-11-en_20100616-17:07:05_2,[],but it seems that a worthy agenda of human rights has now been hijacked by greedy lawyers and political opportunists.
402,fine-tune/20100616-0900-PLENARY-11-en_20100616-17:07:05_4,[{'type': 'gpe'| 'filler': 'britain'}| {'type': 'org'| 'filler': 'committee of ministers'}],now its committee of ministers has ruled that britain must overturn its ban on allowing prisoners to vote because it violates the human rights of prisoners.
403,fine-tune/20100616-0900-PLENARY-11-en_20100616-17:07:05_13,[],what about human responsibilities rather than just rights?
404,fine-tune/20100616-0900-PLENARY-11-en_20100616-17:07:05_11,[],so there should be no equivalence of rights between decent law abiding citizens and those of murderers and criminals. they forfeited their right to participate in the political process when they took other people's lives other people's rights and other people's property.
405,fine-tune/20100616-0900-PLENARY-11-en_20100616-17:42:47_7,[],do you agree with me that.
406,fine-tune/20100616-0900-PLENARY-11-en_20100616-17:42:47_5,[{'type': 'norp'| 'filler': 'british'}| {'type': 'cardinal'| 'filler': 'six'}],he is now on bail but six more british citizens that i know of face extradition and almost inevitable incarceration there.
407,fine-tune/20100616-0900-PLENARY-11-en_20100616-16:48:04_10,[],we will make most progress if we approach the human rights agenda in a focused and realistic way. we need to target our efforts tackling each case based on a detailed understanding of the country at hand.
408,fine-tune/20100616-0900-PLENARY-11-en_20100616-16:48:04_32,[],on human rights as in other areas we have to pull together.
409,fine-tune/20100616-0900-PLENARY-11-en_20100616-16:48:04_29,[{'type': 'gpe'| 'filler': 'eu'}],in this respect let me refer to the oral question on trade in goods used for torture. the eu takes its commitment to the fight against torture very seriously.
410,fine-tune/20100616-0900-PLENARY-11-en_20100616-16:48:04_16,[{'type': 'gpe'| 'filler': 'brussels'}| {'type': 'gpe'| 'filler': 'china'}| {'type': 'loc'| 'filler': 'gaza'}| {'type': 'gpe'| 'filler': 'brussels'}],let me address some specific aspects by making clear that i will continue to meet civil society actors and human rights defenders both in brussels and abroad as i have done in gaza in china and most recently in brussels.
411,fine-tune/20100616-0900-PLENARY-11-en_20100616-16:48:04_34,[{'type': 'gpe'| 'filler': 'eu'}],we need to review the work we do regularly and to make sure that we get the best use of all available instruments from human rights dialogues to eu guidelines from the european instrument for democracy and human rights to our bilateral assistance and our actions in multilateral
412,fine-tune/20100616-0900-PLENARY-11-en_20100616-16:48:04_6,[],so it is logical that we have developed a strong set of mechanisms for promoting these values in different contexts as the report on human rights and democracy in the world sets out.
