ID,wav,semantics,transcript
4614,fine-tune/20110323-0900-PLENARY-18-en_20110323-23:12:01_10,[],you could even ask yourself what the use of such a system is.
4615,fine-tune/20110323-0900-PLENARY-18-en_20110323-23:12:01_3,[],as you know before you can make a legislative proposal you need a public consultation which takes time.
4616,fine-tune/20110323-0900-PLENARY-18-en_20110323-22:59:18_5,[{'type': 'law'| 'filler': 'gsp'}| {'type': 'org'| 'filler': 'parliament'}],the commission has heard parliament's concerns on the decision making aspects of the gsp regulation loud and clear.
4617,fine-tune/20110323-0900-PLENARY-18-en_20110323-22:59:18_12,[{'type': 'date'| 'filler': 'may'}],finally we are looking forward to further discussions with you on the future scheme of generalised preferences further to the proposal for a new regulation which will come your way in may. i stand ready to discuss the main elements of the proposal at the earliest opportunity after it is adopted by the commission.
4618,fine-tune/20110323-0900-PLENARY-18-en_20110323-22:59:18_7,[{'type': 'date'| 'filler': 'the last few weeks'}| {'type': 'org'| 'filler': 'parliament'}],for this reason the commission is committed to discussing in a constructive spirit parliament's concern as expressed over the last few weeks.
4619,fine-tune/20110323-0900-PLENARY-18-en_20110323-22:59:18_4,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'gpe'| 'filler': 'eu'}],it also reinforces the eu's role and commitment to the objectives of eu development policy.
4620,fine-tune/20110323-0900-PLENARY-18-en_20110323-22:59:18_2,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'law'| 'filler': 'lisbon treaty'}],the period necessary to adjust to the entry into force of the lisbon treaty and to submit a new regulation on the future eu gsp scheme.
4621,fine-tune/20140403-0900-PLENARY-9-en_20140403-13:16:20_1,[],whether one looks to the fight against terrorism counteracting cyber warfare or reacting to emerging security and humanitarian crises globally all of these are areas where the single member state today cannot always act effectively unilaterally.
4622,fine-tune/20140403-0900-PLENARY-9-en_20140403-13:16:20_3,[],those who argue that this is a threat to national sovereignty in my country ignore the reality that this actually is by consensus and unanimity.
4623,fine-tune/20131212-0900-PLENARY-4-en_20131212-11:31:52_12,[],if there were sanctions it might make people think a little bit more. certainly this is an area which has to be a priority for us in the next legislature.
4624,fine-tune/20180528-0900-PLENARY-27-en_20180528-23:13:15_8,[],you call for covering the status of public prosecutors and their autonomy.
4625,fine-tune/20180528-0900-PLENARY-27-en_20180528-23:13:15_6,[{'type': 'date'| 'filler': 'two thousand and eighteen'}],the two thousand and eighteen scoreboard expanded the coverage of money laundering and now shows for nearly all countries the length of court proceedings in money laundering cases.
4626,fine-tune/20180528-0900-PLENARY-27-en_20180528-23:13:15_2,[{'type': 'date'| 'filler': 'today'}],the two thousand and eighteen justice scoreboard was adopted by the commission today.
4627,fine-tune/20180528-0900-PLENARY-27-en_20180528-23:13:15_4,[],it is important to remember that the scoreboard is a tool which is being continuously improved and your recommendations will be considered for the future as well.
4628,fine-tune/20180528-0900-PLENARY-27-en_20180528-23:13:15_12,[],we have developed a measurement of perceived judicial independence among companies and the general public.
4629,fine-tune/20180528-0900-PLENARY-27-en_20180528-23:13:15_14,[],these are indicators on how the needs of specific groups of users of justice systems for example children visually impaired people nonnative speakers are being taken into account in the provision of public information on the justice system in the training of judges and in surveys of court users.
4630,fine-tune/20180528-0900-PLENARY-27-en_20180528-23:13:15_18,[{'type': 'norp'| 'filler': 'european'}],when considering any new area of coverage it is important to keep in mind the objective of the scoreboard and the ability to collect reliable data from all member states based on a simple and clear indicator in line with european standards.
4631,fine-tune/20180528-0900-PLENARY-27-en_20180528-23:13:15_10,[],the eu justice scoreboard feeds into the european semester country analysis in this respect.
4632,fine-tune/20180528-0900-PLENARY-27-en_20180528-23:13:15_16,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'cardinal'| 'filler': 'one'}],having said all this it is important to recall that one of the key challenges for the development of information tools like the eu justice scoreboard is the collection of data.
4633,fine-tune/20180528-0900-PLENARY-27-en_20180528-23:13:15_11,[],with regard to judicial independence we are assessing the effectiveness of the national legal frameworks and safeguards in close cooperation with the judicial networks.
4634,fine-tune/20180528-0900-PLENARY-27-en_20180528-23:13:15_17,[{'type': 'org'| 'filler': 'parliament'}],we would like to thank parliament for having called on member states to cooperate with the commission.
4635,fine-tune/20180528-0900-PLENARY-27-en_20180528-23:13:15_20,[],i am convinced that with your support the eu justice scoreboard will continue to evolve in order to further help the member states improve the independence quality and efficiency of their justice systems which is crucial for upholding the rule of law.
4636,fine-tune/20180528-0900-PLENARY-27-en_20180528-23:13:15_3,[],i am glad that your report takes into account many of its elements.
4637,fine-tune/20180528-0900-PLENARY-27-en_20180528-23:13:15_1,[{'type': 'loc'| 'filler': 'europe'}],we share the same commitment and interest to strengthen the independence and effectiveness of judicial systems in our member states. these are essential for economic development social peace and a secure europe.
4638,fine-tune/20180528-0900-PLENARY-27-en_20180528-23:13:15_7,[{'type': 'date'| 'filler': 'around two years'}| {'type': 'date'| 'filler': 'up to a year'}| {'type': 'ordinal'| 'filler': 'first'}| {'type': 'cardinal'| 'filler': 'half'}],it shows that while in about half of member states the first instance court proceedings take up to a year on average these proceedings take around two years on average in several member states.
4639,fine-tune/20180528-0900-PLENARY-27-en_20180528-23:13:15_9,[{'type': 'ordinal'| 'filler': 'first'}| {'type': 'date'| 'filler': 'two thousand and eighteen'}],i am pleased to say that the two thousand and eighteen scoreboard shows for the first time an overview of how prosecution services are organised in member states.
4640,fine-tune/20180528-0900-PLENARY-27-en_20180528-23:10:14_1,[{'type': 'gpe'| 'filler': 'european union'}| {'type': 'date'| 'filler': 'next year'}],this report asks the commission to add collective redress procedures to next year's comparative exercise because it is a major legal tool in strengthening consumer environmental and health protection in the european union.
4641,fine-tune/20180528-0900-PLENARY-27-en_20180528-23:10:14_2,[],i am very happy to see that the commission shares this view as it published a legislative proposal on this matter while we were working on this report.
4642,fine-tune/20180528-0900-PLENARY-27-en_20180528-23:10:14_3,[],the legislative proposal by the commission on collective redress does not however make the call in this report redundant.
4643,fine-tune/20180528-0900-PLENARY-27-en_20180528-23:10:14_4,[],on the contrary collective redress could provide efficient dispute resolution and the means to eliminate unreasonable barriers to access to justice in crossborder cases.
4644,fine-tune/20180528-0900-PLENARY-27-en_20180528-23:10:14_5,[{'type': 'norp'| 'filler': 'european'}],the commission should also examine how the collective redress could be used in cases where companies or other organisations have committed or contributed to human rights violations in third countries outside european borders. often due to legal technicalities or underdeveloped legislation there may be no effective ways for access to justice and remedy at all.
4645,fine-tune/20150209-0900-PLENARY-9-en_20150209-18:13:13_9,[],this is a commission decision.
4646,fine-tune/20150209-0900-PLENARY-9-en_20150209-18:13:13_1,[{'type': 'gpe'| 'filler': 'eu'}],it has to be said that the issue of the enforcement of ipr is only a part of the broader action of the commission on the modernisation of the ipr framework at eu level.
4647,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:38:25_13,[{'type': 'date'| 'filler': 'this year'}| {'type': 'org'| 'filler': 'ohim observatory'}],finally i would like to know if the purpose of this expert group is about to go in the same direction as that of the ohim observatory whose work programme for this year expressly includes the public domain and open licensing.
4648,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:38:25_1,[],he announced he would have the list of members of this expert group published along with all relevant documents including agendas and minutes of each meeting'.
4649,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:38:25_9,[{'type': 'org'| 'filler': 'eu observatory'}| {'type': 'org'| 'filler': 'ohim observatory'}],the burden of proof is on the commission to show that this expert group will go beyond the ohim observatory and its rather extensive mandate. if such an added benefit exists it would rather call for the readjustment of the eu observatory mandate.
4650,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:38:25_4,[{'type': 'ordinal'| 'filler': 'first'}],meeting documents of this first meeting also remain unpublished.
4651,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:38:25_8,[],the commission should also comment on such a possible overlap and the apparent disconnect of this expert group from its predecessors also set up by the commission in previous years.
4652,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:38:25_10,[{'type': 'law'| 'filler': 'rule eight of the horizontal rules for commission expert groups'}| {'type': 'law'| 'filler': 'article fifty three'}],so far no observer status has been given to members of this parliament but there are no procedural reasons not to as article fifty three of the commission decision on setting up these expert groups allows the chair to assign observer status to every entity listed in rule eight of the horizontal rules for commission expert groups.
4653,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:38:25_14,[],it is very important when developing measures for intellectual property enforcement to analyse how they affect creative works in the public domain or under a free licence model.
4654,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:21:14_6,[],that is why we would like to ask the commissioner to confirm that there will be no duplication of tasks between the observatory and the group of experts which the commission would like to establish according to the action plan on the enforcement of intellectual property rights and that
4655,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:21:14_4,[{'type': 'gpe'| 'filler': 'european union'}],that given the importance of intellectual property rights for the future growth of the european union we should use all our instruments in the most effective way in order to get the best information available.
4656,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:21:14_3,[],i think that the commission is of the same view and i would like to thank the commission for its quick reaction when providing us with its understanding of the issues raised in our question. while drafting this question we have been motivated by the fact
4657,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:48:12_0,[],i was really interested in your speech.
4658,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:48:12_2,[],would you agree that that is the main strength of this place?
4659,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:23:42_1,[],experts on the enforcement of intellectual property rights.
4660,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:23:42_6,[],let me turn to the specifics of your question.
4661,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:23:42_7,[{'type': 'org'| 'filler': 'observatory'}| {'type': 'ordinal'| 'filler': 'first'}],first you asked about the tasks of the group and how they add value to the work of the observatory.
4662,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:23:42_8,[{'type': 'ordinal'| 'filler': 'second'}],second you asked about the financial implications and whether there will be duplication.
4663,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:23:42_10,[],its members are the national authorities responsible for national ip policies and it is to exchange experience and good practice.
4664,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:23:42_11,[],it will not gather data or conduct studies itself.
4665,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:23:42_13,[],this is completely different as we see it from the role of the observatory.
4666,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:23:42_14,[{'type': 'org'| 'filler': 'observatory'}],the observatory is there to facilitate and support the practical enforcement work.
4667,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:23:42_15,[],that includes improving understanding and raising awareness of the impact of ipr infringements providing training promoting enforcement tools and technology and helping national enforcement authorities to work together.
4668,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:23:42_16,[{'type': 'gpe'| 'filler': 'eu'}],the observatory supports national authorities the private sector and eu institutions.
4669,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:23:42_17,[],part of this is data collection;
4670,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:23:42_18,[],the data collected and reported by the observatory supports the work of the commission and the member states.
4671,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:23:42_19,[],so the expert group focuses just to repeat on policy best practices and monitoring and the observatory focuses on the day to day enforcement and the collection of data.
4672,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:23:42_20,[],they do not duplicate.
4673,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:23:42_21,[],on the contrary they are complementary. so the group will not result in unnecessary expenditure.
4674,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:23:42_22,[{'type': 'ordinal'| 'filler': 'third'}],third you wanted confirmation that you could send experts to an expert group meeting and the answer is yes absolutely you can you will be very welcome.
4675,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:23:42_24,[],we have to work together on ipr enforcement.
4676,fine-tune/20150209-0900-PLENARY-9-en_20150209-17:23:42_25,[],it would be really helpful if you would follow the group actively.
4677,fine-tune/20140114-0900-PLENARY-12-en_20140114-19:46:09_21,[],those who are in this business say that it is a constituent. so how can we change something which in the nature of things indicates that pollen is a constituent?
4678,fine-tune/20140114-0900-PLENARY-12-en_20140114-19:46:09_16,[{'type': 'ordinal'| 'filler': 'first'}],the error which i think some have committed with due respect is that first they decide which kind of labelling and which kind of.
4679,fine-tune/20140114-0900-PLENARY-12-en_20140114-19:46:09_29,[],so gm pollen needs to be authorised before this amendment of the directive and after the amendment.
4680,fine-tune/20140114-0900-PLENARY-12-en_20140114-19:46:09_23,[{'type': 'org'| 'filler': 'court of justice'}| {'type': 'ordinal'| 'filler': 'first'}],first of all the court of justice observed that there is no provision in the law which says whether pollen is an ingredient or a constituent.
4681,fine-tune/20140114-0900-PLENARY-12-en_20140114-19:46:09_25,[],but it took this positivist approach that there is nothing in the law because had there been an indication a definition of pollen in the law as we are determining now it would have decided otherwise.
4682,fine-tune/20140114-0900-PLENARY-12-en_20140114-19:46:09_13,[],if we consider pollen to be an ingredient then the.
4683,fine-tune/20140114-0900-PLENARY-12-en_20140114-19:52:34_9,[],it does not guarantee it and indeed there is no legal instrument for guaranteeing that at all.
4684,fine-tune/20140114-0900-PLENARY-12-en_20140114-19:52:34_4,[],many members here seem to have either forgotten or maybe to be deliberately ignoring the fact that as the commissioner said all foodstuffs have a gmo adventitious threshold of.
4685,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:36:39_4,[],determine the status of pollen as a constituent in honey.
4686,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:36:39_22,[],gm pollen in honey has to be authorised under our regulation applying to gm food and feed before it can be placed on the market.
4687,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:36:39_13,[],pollen is present in honey independently of the action of the beekeeper who has no control whatsoever over the presence of pollen in the final product.
4688,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:36:39_15,[],it is not an ingredient.
4689,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:36:39_1,[],i would like to congratulate her on the eloquent way in which she laid out the reasons why honey has pollen as a constituent
4690,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:36:39_25,[],let me say a few words on the comitology alignment and stress that the commission proposes delegated acts to amend only those parts of the annexes which do not contain essential elements.
4691,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:31:59_9,[],to have a list reading ingredients honey pollen' would obviously not be providing any additional information to the consumer and would only create an unnecessary labelling burden.
4692,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:31:59_7,[],products with ingredients need to have them listed on a label.
4693,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:31:59_3,[],it is technically impossible to produce honey free from pollen.
4694,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:31:59_5,[],honey is considered by producers and consumers alike to be the ultimate natural product made entirely by bees and free from human interference. this includes the various constituents particular to honey such as pollen. to define pollen as an ingredient would cause reputational damage to honey by implying that its production is not a wholly natural process.
4695,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:31:59_23,[],they will argue that they are doing this in the interest of consumers and to increase transparency about the gm content of food.
4696,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:31:59_25,[],lying to consumers by stating that pollen is an ingredient is not a good start.
4697,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:31:59_14,[],this is because according to the gm regulation only gm content above.
4698,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:31:59_12,[{'type': 'org'| 'filler': 'parliament'}],of course as an active mep i have not let this proposal go unchallenged. it is parliament's job to investigate all aspects and come up with alternatives but in this case i have concluded that there is only one answer pollen is not an ingredient' of honey.
4699,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:31:59_30,[],there has been a lot of scaremongering surrounding this proposal much of it designed to create uncertainty in the sector. if the commission proposal is not adopted there will be negative consequences for the sector as all honey producers will be required to test their honey to check the gm content and some will be required to label if gm pollen is found to be present.
4700,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:31:59_34,[{'type': 'norp'| 'filler': 'european'}| {'type': 'date'| 'filler': 'years'}],to conclude i ask you this do we really want to base legislation on a false premise and then subsequently force small scale beekeepers out of business? or do we want to put an end to years of legal uncertainty in the sector and finally allow our beekeepers to get back to what they do best providing us with quality european honey?
4701,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:31:59_10,[],for the reasons i have mentioned the commission felt it necessary to come forward with a proposal clarifying the definition of pollen as a constituent'. i have supported this position from the beginning as have most of the member state governments.
4702,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:31:59_29,[],to make an exception of honey by requiring gm content below the threshold to be labelled will only serve to confuse consumers about labelling laws.
4703,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:31:59_18,[],if pollen is to be considered an ingredient' then the.
4704,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:31:59_27,[],either
4705,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:31:59_26,[],if gm pollen is labelled consumers will be receiving inconsistent information about gm content when compared with other foods.
4706,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:31:59_11,[],i do not do this blindly.
4707,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:31:59_33,[],this may not seem much if you are making a large batch but for many small producers the cost could be very crippling.
4708,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:31:59_13,[],of course the ingredient constituent argument has arisen due to the labelling implications of each option. if pollen continues to be considered a constituent' any gm pollen present would not need to be labelled.
4709,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:31:59_31,[],small producers will be hit hardest by the testing requirements.
4710,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:31:59_22,[],there are some in this chamber who are actively promoting this latter option even though it is based on a false premise because it would lead to some honey being labelled as food produced from gmos. by doing this i think they believe they will score a small victory in the fight against gmos but they would in the process be using honey producers as collateral damage.
4711,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:31:59_24,[],if they succeed i think they will be doing the exact opposite.
4712,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:31:59_6,[],this is a dangerous road to start on.
4713,fine-tune/20140114-0900-PLENARY-12-en_20140114-18:31:59_8,[],if pollen were to be defined as an ingredient honey would need to display a list of ingredients.
4714,fine-tune/20140114-0900-PLENARY-12-en_20140114-19:07:30_7,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'gpe'| 'filler': 'eu'}],the eu has to consume more honey than anywhere else in the world. honey producers must be able to capitalise on the markets right on their doorstep and should not be hindered or left unresolved by the fight over semantics between the eu institutions.
4715,fine-tune/20140114-0900-PLENARY-12-en_20140114-19:07:30_3,[],the colony collapse crisis has been primary amongst these. while beekeepers battle to save their bees we must battle to save their industry. in order to do this we must support the commission proposal and the amendments which designate pollen as a constituent of honey.
4716,fine-tune/20140114-0900-PLENARY-12-en_20140114-19:07:30_6,[{'type': 'norp'| 'filler': 'european'}],i want to see the european production of honey increase.
4717,fine-tune/20151026-0900-PLENARY-14-en_20151026-21:25:49_2,[],during this period we have had excellent and productive cooperation for which i am truly thankful to him.
4718,fine-tune/20151026-0900-PLENARY-14-en_20151026-21:25:49_23,[],but at the same time there are also lessons from what did not go as well.
4719,fine-tune/20151026-0900-PLENARY-14-en_20151026-21:25:49_38,[{'type': 'gpe'| 'filler': 'eu'}],we have to counteract any tendency to withdraw collectively from the health sector focusing on those countries falling below minimum public financing. we need to think about how we can deploy our collective eu health aid more effectively
4720,fine-tune/20151026-0900-PLENARY-14-en_20151026-21:25:49_30,[{'type': 'gpe'| 'filler': 'european union'}| {'type': 'ordinal'| 'filler': 'secondly'}],secondly weak health systems in partner countries are a particular concern. the european union has committed to comprehensive health systems' strengthening;
4721,fine-tune/20151026-0900-PLENARY-14-en_20151026-21:25:49_18,[{'type': 'gpe'| 'filler': 'eu'}],there are many things we could write in our response at eu level.
4722,fine-tune/20151026-0900-PLENARY-14-en_20151026-21:25:49_21,[{'type': 'org'| 'filler': 'european centre for disease prevention and control'}],the very positive role of the european centre for disease prevention and control in deploying epidemiologists;
4723,fine-tune/20151026-0900-PLENARY-14-en_20151026-21:25:49_3,[{'type': 'gpe'| 'filler': 'european union'}],the european union has a special responsibility when it comes to promoting universal health coverage supporting countries to achieve health related sustainable development goals and to build resilient
4724,fine-tune/20151026-0900-PLENARY-14-en_20151026-21:43:34_1,[{'type': 'org'| 'filler': 'bbc world news'}],i would also like to take this opportunity to criticise the media for the way that they sensationally took this as an opportunity to increase their ratings and i know the bbc world news used it as an opportunity to have an ebola watch' which was something like looking at criminals.
4725,fine-tune/20151026-0900-PLENARY-14-en_20151026-21:43:34_3,[],i am a firm believer that with situations like this we can tackle the problems by looking at the causes and not actually just the symptoms and in the long term crises like these can be averted by increasing the wealth of the poorest people in the poorest nations.
4726,fine-tune/20151026-0900-PLENARY-14-en_20151026-21:43:34_4,[{'type': 'loc'| 'filler': 'western africa'}| {'type': 'gpe'| 'filler': 'eu'}],the eu fisheries agreement in western africa has deprived the poorest people of their livelihoods and this is having a huge effect on the poorest people's ability to earn an income.
4727,fine-tune/20151026-0900-PLENARY-14-en_20151026-21:59:06_5,[],it will be the most important instrument for the next epidemic.
4728,fine-tune/20151026-0900-PLENARY-14-en_20151026-21:59:06_7,[],i saw on the ground the problems in those three countries and i realised that the lessons learned may be the most important basis for the future for us as an international community and we of course have to support those countries
4729,fine-tune/20151026-0900-PLENARY-14-en_20151026-21:48:04_2,[{'type': 'gpe'| 'filler': 'eu'}],has anything changed in the eu programming for the future?
4730,fine-tune/20151026-0900-PLENARY-14-en_20151026-21:48:04_8,[],there is no free healthcare for the ebola sufferers who suffer from longterm aftereffects of ebola.
4731,fine-tune/20151026-0900-PLENARY-14-en_20151026-21:48:04_9,[{'type': 'gpe'| 'filler': 'new york'}],so we need to have a new programme for health and i am not clear whether the commission and its member states have got one and how they continue to coordinate because as you said we all pledged in new york to have universal health coverage but it is not enough to keep pledging it we have to actually do it. so we can do something in these countries and i really want to know what it is the commission is going to do.
4732,fine-tune/20151026-0900-PLENARY-14-en_20151026-21:57:48_1,[],they were on the ground fighting this terrible disease before the politicians even started really talking about it. then when we did act we did everything in slow motion.
4733,fine-tune/20151026-0900-PLENARY-14-en_20151026-21:57:48_3,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'date'| 'filler': 'many weeks'}],rather than convert buildings quickly into makeshift hospitals we did the job to a higher standard but it took many weeks during which time the crisis got worse. so my message to the eu to the member states to countries around the world is this next time please understand the urgent nature of emergencies
4734,fine-tune/20130704-0900-PLENARY-7-en_20130704-11:52:10_10,[],if such a review were to be identified we would consider this for the future.
4735,fine-tune/20130704-0900-PLENARY-7-en_20130704-11:52:10_5,[],as stated in your report we will also be analysing amongst other things how convergence will impact the relevance and usefulness of the existing regulatory mechanism.
4736,fine-tune/20130704-0900-PLENARY-7-en_20130704-11:52:10_7,[],while some point to the need for adjustments others argue that the directive which was adopted not so long ago still works well. the option of self and co regulation has also been mentioned.
4737,fine-tune/20130704-0900-PLENARY-7-en_20130704-11:52:10_9,[{'type': 'law'| 'filler': 'avms directive'}],the commission is open minded regarding the necessity for a review of the avms directive in the follow up to the green paper consultation.
4738,fine-tune/20130704-0900-PLENARY-7-en_20130704-11:52:10_8,[],this is why we have included these questions in the green paper.
4739,fine-tune/20130704-0900-PLENARY-7-en_20130704-11:52:10_6,[{'type': 'law'| 'filler': 'audiovisual media services directive'}],we are therefore looking forward to receiving feedback on this question in the public consultation. with regard to increasing convergence in the audiovisual sector and the impact on the audiovisual media services directive we have already encountered a wide range of views.
4740,fine-tune/20130704-0900-PLENARY-7-en_20130704-11:52:10_11,[{'type': 'date'| 'filler': 'the end of august'}],the consultation is open until the end of august.
4741,fine-tune/20130704-0900-PLENARY-7-en_20130704-11:48:21_0,[],madam president connected tv is an exciting innovation. the hardware and the hyper platforms are already common in many homes but we are standing at the beginning of this revolution when it comes to the development of the software.
4742,fine-tune/20130704-0900-PLENARY-7-en_20130704-11:48:21_1,[],this report highlights the challenges in areas such as media pluralism advertising and protection for minors.
4743,fine-tune/20130704-0900-PLENARY-7-en_20130704-11:48:21_2,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'norp'| 'filler': 'european'}],it also stresses the need to ensure fair competition between european content suppliers which are governed by eu legislation and major international platforms which are not.
4744,fine-tune/20130704-0900-PLENARY-7-en_20130704-11:48:21_3,[],we also need to look at the rules governing advertising in the audiovisual media and the protection of minors.
4745,fine-tune/20130704-0900-PLENARY-7-en_20130704-11:48:21_4,[],they do not currently apply to the internet.
4746,fine-tune/20130704-0900-PLENARY-7-en_20130704-11:48:21_5,[{'type': 'norp'| 'filler': 'european'}],we are therefore calling on the commission to consider an appropriate european framework ensuring that content quality and integrity are the same whether it is broadcast or supplied by an alternative media platform.
4747,fine-tune/20130704-0900-PLENARY-7-en_20130704-11:48:21_6,[{'type': 'loc'| 'filler': 'europe'}| {'type': 'gpe'| 'filler': 'uk'}],finally i would like to highlight the fact that there are still vast areas of the uk and across europe with poor internet infrastructures.
4748,fine-tune/20130704-0900-PLENARY-7-en_20130704-11:48:21_7,[],unless we can address these challenges connected tv will be a luxury which can only be enjoyed by citizens living in urban areas with high internet speeds.
4749,fine-tune/20111027-0900-PLENARY-4-en_20111027-12:18:38_1,[],we only bought time and why?
4750,fine-tune/20111027-0900-PLENARY-4-en_20111027-12:18:38_2,[],the root of the problem is still there.
4751,fine-tune/20111027-0900-PLENARY-4-en_20111027-12:18:38_4,[],its debt has been cut but its economy remains sinking because the euro is too expensive for them.
4752,fine-tune/20111027-0900-PLENARY-4-en_20111027-12:18:38_0,[{'type': 'gpe'| 'filler': 'european union'}| {'type': 'person'| 'filler': 'charles dickens'}],mr president charles dickens once described credit as a system by which people who have no money borrow from other people who have no money but pretend they have. the summit has transformed the european union into a debt union where debt is pumped around so we can all pretend we have money but in reality we do not.
4753,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_9,[{'type': 'loc'| 'filler': 'europe'}| {'type': 'date'| 'filler': 'today'}],but today we have a more ambitious platform on which to build europe's future growth.
4754,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_49,[{'type': 'loc'| 'filler': 'europe'}],i think it is unacceptable that a time of social crisis such as we have now in so many areas of europe is precisely the moment when because of lack of decision on this matter we put some of the most vulnerable people in our societies at
4755,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_24,[],i am also particularly pleased that the summit conclusions highlighted the role of the community method and of the commission in economic governance.
4756,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_76,[],society. this type of response is of course most effective on a global scale where it can be used to address global challenges such as the fight against poverty. this is a message i will push strongly for in
4757,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_37,[],i think it is also important and relevant not only from a substantive but also from a symbolic point of view and symbols are important that by having a commissioner especially dedicated to the euro we assert that we want euro governance to take place within the community method and with the community institutions.
4758,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_65,[{'type': 'gpe'| 'filler': 'european union'}| {'type': 'loc'| 'filler': 'euro area'}],while deeper integration of the euro area is essential it must be done in a way that keeps the entire european union strong.
4759,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_78,[{'type': 'norp'| 'filler': 'european'}],of times. we will demonstrate our unity our solidarity and our determination for a european
4760,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_13,[{'type': 'date'| 'filler': 'the end of this year'}| {'type': 'ordinal'| 'filler': 'second'}],we are determined to conclude work on a second financial assistance programme by the end of this year.
4761,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_31,[{'type': 'law'| 'filler': 'article one hundred and thirty eight'}],a communication on the external representation of the euro on the basis of article one hundred and thirty eight of the treaty and a green paper on euro stability bonds as announced in my state of the union speech.
4762,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_63,[],i have always stated that any possible treaty change should not be seen as the immediate solution to the current crisis.
