ID,wav,semantics,transcript
1570,fine-tune/20200619-0900-PLENARY-en_20200619-09:24:49_10,[{'type': 'org'| 'filler': 'environmental institute'}| {'type': 'person'| 'filler': 'bolsonaro'}],we also know that the bolsonaro administration has fired most of the directors of the environmental institute controlling illegal logging.
1571,fine-tune/20200619-0900-PLENARY-en_20200619-09:24:49_16,[{'type': 'loc'| 'filler': 'amazon'}| {'type': 'org'| 'filler': 'parliament'}],so this parliament needs to ask for real safeguards on the preservation of the amazon and that will be key in the discussion on the free trade agreement.
1572,fine-tune/20200619-0900-PLENARY-en_20200619-09:24:49_12,[{'type': 'date'| 'filler': 'today'}],and today using the covid crisis to recognise land grabbing is simply unacceptable.
1573,fine-tune/20200619-0900-PLENARY-en_20200619-09:24:49_1,[{'type': 'loc'| 'filler': 'amazon'}],but if we want to achieve our goals and we know what our goals are then the amazon is key in that fight.
1574,fine-tune/20200619-0900-PLENARY-en_20200619-09:24:49_13,[{'type': 'org'| 'filler': 'mercosur'}| {'type': 'org'| 'filler': 'european commission'}| {'type': 'date'| 'filler': 'one year ago'}],exactly one year ago the european commission signed an agreement with the mercosur countries on free trade with the inclusion of a socalled binding sustainable chapter.
1575,fine-tune/20200619-0900-PLENARY-en_20200619-09:24:49_15,[{'type': 'date'| 'filler': 'a year'}],that a year after the signing off the situation is getting worse and worse.
1576,fine-tune/20200619-0900-PLENARY-en_20200619-09:24:49_11,[{'type': 'gpe'| 'filler': 'brazil'}],we know that they fired the head of brazil's space agency which collects data on forests.
1577,fine-tune/20200619-0900-PLENARY-en_20200619-10:24:23_4,[],he encourages the human rights violations against the indigenous population.
1578,fine-tune/20200619-0900-PLENARY-en_20200619-10:24:23_8,[],so how can we actually explain that we use the money here to tackle climate change but we encourage the disaster abroad?
1579,fine-tune/20200619-0900-PLENARY-en_20200619-10:24:23_6,[{'type': 'quantity'| 'filler': 'thousands of hectares'}],we are responsible for thousands of hectares square kilometres of deforestation by importation of beef and soya.
1580,fine-tune/20200619-0900-PLENARY-en_20200619-10:24:23_1,[{'type': 'cardinal'| 'filler': 'five hundred'}| {'type': 'gpe'| 'filler': 'uk'}],the uk alone is responsible for eating up around five hundred football fields of beef produced in clear cut rain forests every single year.
1581,fine-tune/20200619-0900-PLENARY-en_20200619-10:24:23_7,[{'type': 'norp'| 'filler': 'european'}| {'type': 'money'| 'filler': 'billions of euros'}| {'type': 'money'| 'filler': 'billions of euros'}],we're investing billions of euros every single year to tackle climate change and we invest billions of euros to support our european farmers especially the beef farmers against this unfair competition on the international markets.
1582,fine-tune/20200619-0900-PLENARY-en_20200619-10:29:28_5,[],let me reassure you that the commission is not only providing significant technical and financial assistance to countries in the region to tackle these challenges and that we talk to and listen carefully to the indigenous people who are directly impacted and at risk as you
1583,fine-tune/20200619-0900-PLENARY-en_20200619-10:29:28_7,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'org'| 'filler': 'european external action service'}| {'type': 'gpe'| 'filler': 'eu'}],we are also working on domestic policies to reduce the eu's own footprint on forests abroad in addition in close cooperation with the european external action service and the diplomatic services of eu member states.
1584,fine-tune/20200619-0900-PLENARY-en_20200619-10:29:28_9,[],the commission is already taking action to support efforts across the globe to tackle the root causes of deforestation and to protect the rights of indigenous people and local communities which are threatened by land grabbing and deforestation.
1585,fine-tune/20200619-0900-PLENARY-en_20200619-10:29:28_13,[{'type': 'norp'| 'filler': 'brazilian'}| {'type': 'gpe'| 'filler': 'brazil'}],in reply to many of you who mentioned the government in brazil we call on national authorities including brazilian authorities to take decisive action to address deforestation and to cooperate regionally and internationally to this end.
1586,fine-tune/20200619-0900-PLENARY-en_20200619-10:29:28_22,[{'type': 'date'| 'filler': 'next year'}],honourable members to conclude yes there is still a lot of work to do and we will continue our work on the legislative proposal that we will present next year and i look forward to working closely with you on this important issue.
1587,fine-tune/20200619-0900-PLENARY-en_20200619-10:29:28_20,[{'type': 'law'| 'filler': 'paris agreement'}| {'type': 'gpe'| 'filler': 'brazil'}],it is a way of having dialogue and working with brazil and the other partners in the region to push and encourage each other to live up to the commitments we have made together in the paris agreement and to work together on the environmental issues.
1588,fine-tune/20200619-0900-PLENARY-en_20200619-10:29:28_17,[],since many of you have mentioned free trade agreements let me recall that all our modern free trade agreements contain ambitious even if imperfect provisions to promote trade and sustainable development.
1589,fine-tune/20200619-0900-PLENARY-en_20200619-10:29:28_16,[{'type': 'loc'| 'filler': 'europe'}],i can only say to you that i am following closely developments in europe and i am determined to take strong action also at home.
1590,fine-tune/20200619-0900-PLENARY-en_20200619-10:29:28_10,[{'type': 'date'| 'filler': 'years'}| {'type': 'person'| 'filler': 'burkhardt'}],in this respect i look forward to the outcome of your future deliberations on the legislative initiative report by ms burkhardt on the legal framework to halt and reverse eudriven global deforestation after years of damages that cannot be repaired.
1591,fine-tune/20200619-0900-PLENARY-en_20200619-10:29:28_18,[{'type': 'org'| 'filler': 'mercosur'}],the fact that we conclude negotiations for an association agreement with the mercosur countries does not mean that we agree with all the policies of those governments in all areas clearly not.
1592,fine-tune/20200619-0900-PLENARY-en_20200619-10:29:28_14,[],we stand ready to provide technical assistance in order to ensure that deforestation decreases rapidly substantially and permanently should there be a clear willingness for cooperation on this issue.
1593,fine-tune/20200619-0900-PLENARY-en_20200619-10:29:28_12,[],we need to scale up efforts towards preserving critical ecosystems such as forests not only as a solution to climate change and biodiversity challenge but also achieve sustainability and resilience.
1594,fine-tune/20200619-0900-PLENARY-en_20200619-10:29:28_8,[],we are using all available diplomatic channels to engage on this important topic.
1595,fine-tune/20200619-0900-PLENARY-en_20200619-10:29:28_2,[{'type': 'loc'| 'filler': 'amazon basin'}],it has also shown a clear understanding that the multifaceted challenges that affect the amazon basin its immense natural resources and its populations need to be tackled in a holistic manner and in the context of sustainable development objective working in partnership with the countries in the region.
1596,fine-tune/20200619-0900-PLENARY-en_20200619-10:29:28_4,[],this is very true and challenging but i can reassure you that this is exactly what we are doing. i work very closely with all my colleagues concerned to bring together environmental agricultural trade health and climate aspects of deforestation.
1597,fine-tune/20200619-0900-PLENARY-en_20200619-09:33:11_1,[{'type': 'event'| 'filler': 'covid'}],in this situation what can be more shocking than hearing a minister calling to get rid of environmental protection while people are distracted by covid?
1598,fine-tune/20200619-0900-PLENARY-en_20200619-09:33:11_11,[{'type': 'norp'| 'filler': 'brazilian'}],resistance was big before but now in this line that leads brazilian environmental policy i don't see any chance for that deal.
1599,fine-tune/20200619-0900-PLENARY-en_20200619-09:33:11_4,[{'type': 'loc'| 'filler': 'amazon'}| {'type': 'person'| 'filler': 'bolsonaro'}],control agencies dismantled penalty payments for illegal logging stopped and if this were not enough the bolsonaro administration is supporting a law which would legalise land grabbing in the amazon.
1600,fine-tune/20170704-0900-PLENARY-24-en_20170705-00:09:24_3,[],so thank you again for this continuous pressure which helped us a lot in the tough negotiations.
1601,fine-tune/20170704-0900-PLENARY-24-en_20170704-23:49:20_5,[{'type': 'gpe'| 'filler': 'union'}],the directive updates the definitions of criminal offences affecting the union's financial interests.
1602,fine-tune/20170704-0900-PLENARY-24-en_20170704-23:49:20_3,[{'type': 'date'| 'filler': 'today'}],without your tireless efforts and your continuous support in moving this initiative forward we would not be here today.
1603,fine-tune/20170704-0900-PLENARY-24-en_20170704-23:49:20_11,[{'type': 'gpe'| 'filler': 'eu'}],this will make it an efficient tool to protect the financial interests of the eu and i invite more member states to join.
1604,fine-tune/20170704-0900-PLENARY-24-en_20170704-23:49:20_7,"[{'type': 'org'| 'filler': ""european public prosecutor's office""}| {'type': 'law'| 'filler': 'anti fraud directive'}| {'type': 'org'| 'filler': ""european public prosecutor's office""}| {'type': 'law'| 'filler': 'antifraud directive'}]",the antifraud directive is a decisive step forward and in combination with the european public prosecutor's office we are entering a new era. the anti fraud directive will essentially frame the activities of the european public prosecutor's office it.
1605,fine-tune/20170704-0900-PLENARY-24-en_20170704-23:49:20_1,[{'type': 'gpe'| 'filler': 'union'}],yes to achieve the consensus on how we are going to fight against fraud against the union's financial interests by means of criminal law this is a historical moment. i am happy to be here at this historical moment in spite of the late hour.
1606,fine-tune/20170704-0900-PLENARY-24-en_20170704-23:49:20_6,[],it also introduces common rules as regards sanctions and statute of limitations linked to these offences.
1607,fine-tune/20170704-0900-PLENARY-24-en_20170704-23:49:20_10,[{'type': 'org'| 'filler': 'eppo'}| {'type': 'cardinal'| 'filler': 'twenty'}| {'type': 'org'| 'filler': 'parliament'}| {'type': 'law'| 'filler': 'eppo regulation'}],i am confident that the eppo regulation can be adopted as soon as possible with a strong backing from parliament. i am happy that twenty member states have already notified their participation in the eppo.
1608,fine-tune/20170704-0900-PLENARY-24-en_20170704-23:49:20_8,[{'type': 'org'| 'filler': 'eppo'}],will provide the material scope for the investigations and prosecutions of criminal offences falling within its competence and will ensure that the eppo can rely on harmonised definitions of these offences across the member states.
1609,fine-tune/20170704-0900-PLENARY-24-en_20170704-23:49:20_12,[],the work has just started.
1610,fine-tune/20170704-0900-PLENARY-24-en_20170705-00:02:34_1,[{'type': 'org'| 'filler': 'council'}| {'type': 'fac'| 'filler': 'parliament building'}| {'type': 'time'| 'filler': 'the middle of the night'}],maybe it is only natural that we are here in the middle of the night in the parliament building speaking about this extremely important affair in the true spirit of prolongation because after all it was the council that prolonged this process for quite a while.
1611,fine-tune/20170704-0900-PLENARY-24-en_20170705-00:02:34_4,[{'type': 'gpe'| 'filler': 'union'}],having common rules designed to protect the financial interests of the union is not only necessary but it also makes the recovery of misused funds significantly easier and more efficient.
1612,fine-tune/20170704-0900-PLENARY-24-en_20170705-00:02:34_5,"[{'type': 'org'| 'filler': ""european public prosecutor's office""}]",even more the directive is an important step for the effective functioning of the future european public prosecutor's office which will soon be established through enhanced cooperation.
1613,fine-tune/20170704-0900-PLENARY-24-en_20170705-00:02:34_7,[],but i am glad that for the most important issues our hard working rapporteurs were able to include review clauses in the final text.
1614,fine-tune/20170704-0900-PLENARY-24-en_20170705-00:02:34_9,[{'type': 'norp'| 'filler': 'european'}| {'type': 'gpe'| 'filler': 'eu'}],achieving concrete measures for the protection of the eu's financial interests is the key to ensuring the most reliable and efficient use of european taxpayers' money.
1615,fine-tune/20170704-0900-PLENARY-24-en_20170705-00:02:34_10,[],so once again my sincere compliments to the rapporteurs on their excellent work.
1616,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:15:55_10,[],however let us not forget that tax is a member state issue.
1617,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:15:55_9,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'date'| 'filler': 'last month'}],she confirmed last month before all these allegations that it was firmly on her agenda within the framework of eu competition law.
1618,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:15:55_16,[],they cannot be avoided.
1619,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:15:55_7,[],global country by country reporting by companies of their sales and profit is long overdue.
1620,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:15:55_18,[],they need to know that whatever the commission concludes is the result of an independent thorough and public proper inquiry.
1621,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:15:55_5,[],although as there has been some confusion today on whether there will actually now be an investigation a reassurance from the commission is necessary that this is going to be the case. the ecr group has long argued for further action at national eu and global level to tackle tax evasion tax fraud and indeed aggressive tax avoidance.
1622,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:15:55_3,[],as a quasi judicial investigation i believe we should await its outcome before rushing to judgments or holding a witch hunt.
1623,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:15:55_12,[{'type': 'gpe'| 'filler': 'eu'}],tax competition is of utmost importance in the eu and it encourages us to remain competitive globally.
1624,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:15:55_14,[{'type': 'date'| 'filler': 'next week'}| {'type': 'gpe'| 'filler': 'brisbane'}| {'type': 'date'| 'filler': 'last year'}| {'type': 'org'| 'filler': 'g eight'}| {'type': 'gpe'| 'filler': 'uks'}],i am proud to say that it was my prime minister during the uks presidency of the g eight last year who led these discussions on reporting and tax transparency and it will be discussed again in brisbane next week.
1625,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:15:55_13,[{'type': 'org'| 'filler': 'g twenty'}| {'type': 'org'| 'filler': 'g eight'}| {'type': 'gpe'| 'filler': 'eu'}],the solution lies in proper enforcement of existing national and eu systems and through greater transparency and greater international cooperation in tax matters through the g eight and g twenty level.
1626,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:15:55_15,[{'type': 'person'| 'filler': 'vestagers'}],if commissioner vestagers investigation raises questions that need to be answered then they must be answered here in this chamber.
1627,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:15:55_2,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'gpe'| 'filler': 'ireland'}| {'type': 'gpe'| 'filler': 'netherlands'}| {'type': 'gpe'| 'filler': 'luxembourg'}],she is leading the commission investigation into tax schemes in luxembourg the netherlands ireland and several other eu countries.
1628,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:15:55_6,[],people are frankly not willing to accept companies that go out of their way to avoid paying what they legitimately owe.
1629,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:15:55_19,[],we should base our actions and debates not on leaks and not on part of the picture but on a full independent assessment by our own competition authority that reveals all the facts.
1630,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:15:55_0,[{'type': 'date'| 'filler': 'last week'}| {'type': 'event'| 'filler': 'luxleaks'}| {'type': 'date'| 'filler': 'todays'}],mr president todays discussion has been precipitated by luxleaks and the allegations in the press last week.
1631,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:15:55_20,[{'type': 'org'| 'filler': 'parliament'}| {'type': 'date'| 'filler': 'today'}| {'type': 'person'| 'filler': 'vestager'}| {'type': 'org'| 'filler': 'ecr'}],the ecr calls on commissioner vestager to deliver her investigation as quickly as is feasible but also asks for reassurance today on the independence the scope and the procedure for keeping this parliament informed.
1632,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:15:55_11,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'gpe'| 'filler': 'eu'}],for the eu to play a role does not require more eu legislation or centralisation of powers nor does it need tax harmonisation.
1633,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:15:55_8,[{'type': 'person'| 'filler': 'vestagers'}| {'type': 'gpe'| 'filler': 'eu'}],although it is a global problem the eu can play a meaningful role in this field. at commissioner vestagers hearing i specifically asked her what she was going to do to close the double irish tax loophole as it may constitute state aid.
1634,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:15:55_17,[],clearly this investigation needs to have the trust of the public.
1635,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:32:54_2,[{'type': 'org'| 'filler': 'european commission'}],the definition of hypocrisy in the is the practice of claiming to have higher standards or more noble beliefs than is the case and i do not think anyone in this chamber could disagree with me today when i say that this perfectly sums up the position of the president of the european commission here today.
1636,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:32:54_3,[{'type': 'gpe'| 'filler': 'european union'}| {'type': 'person'| 'filler': 'juncker'}],when mr juncker was campaigning for the post he stood on a platform of stamping out aggressive tax avoidance by multinational corporations across the european union yet it is now clear from recent revelations that he had not practised what he was preaching.
1637,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:32:54_9,[{'type': 'gpe'| 'filler': 'european union'}| {'type': 'loc'| 'filler': 'europe'}| {'type': 'org'| 'filler': 'chamber'}],i would like to finish by asking this chamber why the people of europe are increasingly sceptical about the european union.
1638,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:32:54_10,[{'type': 'cardinal'| 'filler': 'two'}| {'type': 'person'| 'filler': 'juncker'}| {'type': 'cardinal'| 'filler': 'one'}],allow me to tell you with one simple sentence it is because it is always a case of do as i say and not as i do' and therefore i believe mr juncker you have two options.
1639,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:19:28_16,[{'type': 'date'| 'filler': 'end of the year'}],let us have this investigation but my request is for an investigation before the end of the year.
1640,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:19:28_10,[{'type': 'cardinal'| 'filler': 'three'}| {'type': 'cardinal'| 'filler': 'three'}],it has to be a serious investigation and not just about three special cases in three countries.
1641,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:19:28_9,[],let us be honest about it.
1642,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:19:28_26,[{'type': 'time'| 'filler': 'this morning'}| {'type': 'cardinal'| 'filler': 'two'}| {'type': 'person'| 'filler': 'juncker'}],that is my point to you mr juncker. you have spoken about two decisions taken by the college this morning and i am in favour of that exchange of information.
1643,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:19:28_24,[{'type': 'loc'| 'filler': 'europe'}| {'type': 'cardinal'| 'filler': 'one'}],if there is one topic now where we need more europe we have it here on the table and it is a clear indication that what you are saying does not make any sense.
1644,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:19:28_5,[],we have a specialist there.
1645,fine-tune/20141112-0900-PLENARY-10-en_20141112-16:19:28_3,[{'type': 'date'| 'filler': 'today'}| {'type': 'gpe'| 'filler': 'isle of man'}],he was a specialist in offshore tax schemes in the isle of man he is a specialist and he is not here today!
1646,fine-tune/20110406-0900-PLENARY-7-en_20110406-12:31:19_1,[{'type': 'org'| 'filler': 'who'}| {'type': 'org'| 'filler': 'unicef'}],i have received many letters and emails of concern from parents major health and consumer organisations midwives nurses and doctors' organisations as well as unicef and the who.
1647,fine-tune/20110406-0900-PLENARY-7-en_20110406-12:31:19_2,[],until there is real consensus in the scientific community about the validity of this claim we must not allow it.
1648,fine-tune/20110406-0900-PLENARY-7-en_20110406-12:31:19_3,[],the evidence we currently have is not conclusive and no evidence exists to support the use of such a claim on follow on formulas.
1649,fine-tune/20110406-0900-PLENARY-7-en_20110406-12:31:19_4,[],if in the future synthesised dha is proven to be truly beneficial to babies we should make it an essential ingredient in all formulas and not allow it to be used as a marketing ploy by a specific brand.
1650,fine-tune/20110406-0900-PLENARY-7-en_20110406-12:31:19_5,[],i would urge you to support this resolution.
1651,fine-tune/20140312-0900-PLENARY-3-en_20140312-09:09:01_34,[],because it was not binding enough.
1652,fine-tune/20140312-0900-PLENARY-3-en_20140312-09:09:01_27,[],we have still not created a system that is capable of transferring the money from the banks to the real economy that is the problem.
1653,fine-tune/20140312-0900-PLENARY-3-en_20140312-09:09:01_23,[{'type': 'cardinal'| 'filler': 'two'}],because i think we lack two elements.
1654,fine-tune/20140312-0900-PLENARY-3-en_20140312-09:09:01_9,[],we have a directive on the deposit guarantee schemes.
1655,fine-tune/20140312-0900-PLENARY-3-en_20140312-09:09:01_25,[],why the difference?
1656,fine-tune/20140312-0900-PLENARY-3-en_20140312-09:09:01_12,[{'type': 'cardinal'| 'filler': 'one'}],we have a regulation on credit rating agencies and one on capital requirements. so a lot has been done on financial regulation.
1657,fine-tune/20140312-0900-PLENARY-3-en_20140312-09:09:01_15,[],that was not always the case in the past.
1658,fine-tune/20140312-0900-PLENARY-3-en_20140312-09:09:01_31,[],we need a new economic strategy.
1659,fine-tune/20140312-0900-PLENARY-3-en_20140312-09:09:01_26,[{'type': 'ordinal'| 'filler': 'first'}],because first of all they have solved their banking problem and we are still in the middle of a banking crisis.
1660,fine-tune/20140312-0900-PLENARY-3-en_20140312-09:09:01_11,[],we have a directive on market abuse.
1661,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_2,[{'type': 'org'| 'filler': 'council'}| {'type': 'time'| 'filler': 'this morning'}],since we are going to discuss this issue later this morning i will now concentrate on the other main elements on the agenda of the council.
1662,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_4,[],actions regarding the issue of unemployment.
1663,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_8,[{'type': 'norp'| 'filler': 'european'}| {'type': 'org'| 'filler': 'parliament'}| {'type': 'date'| 'filler': 'two weeks ago'}],only two weeks ago we had a debate in this plenary which led to the adoption of a resolution of this parliament on where it sees the priorities in the european semester.
1664,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_56,[],rising energy prices for companies and consumers are a real cause for concern.
1665,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_19,[{'type': 'cardinal'| 'filler': 'one'}],the need to generate jobs especially in order to fight youth unemployment remains one of our main priorities.
1666,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_69,[{'type': 'cardinal'| 'filler': 'twenty eight'}],we have however proposed not to set twenty eight individual national targets any more but rather to rely on a bottom up approach leaving more flexibility to the member
1667,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_20,[],that is why we are urging governments to put in place youth guarantee schemes.
1668,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_33,[],base; progress on improving the business climate remains uneven;
1669,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_88,[],effort. we also need to have the major economies
1670,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_58,[{'type': 'loc'| 'filler': 'europe'}| {'type': 'gpe'| 'filler': 'ukraine'}],and finally in the light of the crisis in ukraine no one will need to be reminded of the costs and dangers of europe's continuing energy dependence.
1671,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_93,[],corner. waiting is not an
1672,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_17,[{'type': 'date'| 'filler': 'two thousand and twenty'}],weak competitiveness is still a crucial concern in a number of countries so implementation of our two thousand and twenty strategy and the country specific recommendations remains as necessary as ever to improve their growth prospects.
1673,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_35,[],the commission is committed to doing its share of the work for example making our own rulebook more business friendly; completing the integration of networks;
1674,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_45,[],level. some countries should do more to ensure that government services and regulations support industry's
1675,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_13,[{'type': 'loc'| 'filler': 'europe'}],growth is returning in europe and this is also true for the most vulnerable member states.
1676,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_41,[],tape; negotiating trade agreements and supporting economic diplomacy and the internationalisation of
1677,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_15,[],this is good news for public budgets because debt levels are still too high in several member states.
1678,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_65,[],actors. it is also feasible.
1679,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_24,[{'type': 'date'| 'filler': 'later this year'}| {'type': 'law'| 'filler': 'single supervisory mechanism'}],the single supervisory mechanism is on track to begin its work later this year.
1680,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_76,[],budget. this is possible to do through a reinforced governance
1681,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_52,[{'type': 'org'| 'filler': 'european council'}],this. i am sure this is also going to be discussed and i hope that a clear signal is given in the european council.
1682,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_39,[],smes; supporting the development of
1683,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_25,[{'type': 'law'| 'filler': 'single resolution mechanism'}],now there is an urgent need to deliver the final element the single resolution mechanism.
1684,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_55,[],companies need a clear long term regulatory perspective to base their investments on and stay competitive.
1685,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_23,[{'type': 'loc'| 'filler': 'europe'}| {'type': 'date'| 'filler': 'two thousand and twelve'}],since we started work on our banking union in two thousand and twelve we have seen the positive impact in terms of helping restore confidence and stability in europe's markets.
1686,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_53,[],the same is true for climate action policy in relation to energy
1687,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_38,[],years; assuring better access to finance in particular for
1688,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_48,[],smes; and that innovation projects and investment levels are cranked up because only technological progress can guarantee competitiveness in the long
1689,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_12,[],this is again a slight improvement.
1690,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_30,[{'type': 'norp'| 'filler': 'european'}| {'type': 'org'| 'filler': 'european council'}| {'type': 'gpe'| 'filler': 'european union'}| {'type': 'org'| 'filler': 'council'}| {'type': 'org'| 'filler': 'council'}| {'type': 'org'| 'filler': 'ecofin'}| {'type': 'date'| 'filler': 'yesterday'}],yesterday in ecofin no progress was made as regards the respective roles of the council and the commission and the commission remains deeply concerned as to the compliance of the council's approach with the case law of the court. let me be clear the commission has been working and continues to work constructively with you for an outcome that is as close as possible to our original draft which is fully compatible with and upholds the primacy of european union law. i also expect the european council to endorse the approach of the commission's communication on a european industrial renaissance
1691,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_40,[],skills; cutting red
1692,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_14,[{'type': 'loc'| 'filler': 'europe'}],domestic consumption and investments are set to expand further thus reducing europe's dependency on the recovery of the external sector.
1693,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_36,[],supporting investment in new technologies through horizon;
1694,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_46,[],needs; that labour markets are effective and conducive to job creation by companies;
1695,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_32,[],the problems are clear. some of our industries have lost competitiveness; investment in research and innovation remains too low holding back the modernisation of our industrial
1696,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_42,[],firms. this is part of what we are
1697,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_34,[{'type': 'norp'| 'filler': 'european'}],european firms face higher energy prices than most of their leading competitors and have difficulties acquiring qualified labour and capital in affordable conditions.
1698,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_44,[],many of the issues in fact have to be dealt with at member state
1699,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_87,[],we cannot be alone in the world in this
1700,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_57,[],at the same time green technologies are critical for growth and jobs provided that we create the right environment for them to prosper sustainably.
1701,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_21,[{'type': 'loc'| 'filler': 'europe'}| {'type': 'date'| 'filler': 'beginning of next month'}| {'type': 'gpe'| 'filler': 'brussels'}],it is also why we are organising a follow up conference in brussels at the beginning of next month in order to keep up the momentum on what i think is the most important social challenge in europe today unemployment and specifically youth unemployment.
1702,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_7,[],the commission has already presented its assessment of the economic context and the state of play of macroeconomic reforms in countries under additional scrutiny.
1703,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_9,[],i was glad to note that there was a large degree of convergence on the priorities.
1704,fine-tune/20140312-0900-PLENARY-3-en_20140312-08:40:50_3,[{'type': 'org'| 'filler': 'european council'}],i expect the european council to take stock of the progress that has been achieved so far in the response to the economic crisis and focus on the policy decisions needed to consolidate the recovery. we need to keep up the pace of structural reform and reinforce our specific
1705,fine-tune/20140312-0900-PLENARY-3-en_20140312-09:37:50_2,[],we have to listen to the science and the evidence.
1706,fine-tune/20140312-0900-PLENARY-3-en_20140312-09:37:50_4,[],this is not just an environmental argument but an economic one.
1707,fine-tune/20140312-0900-PLENARY-3-en_20140312-09:37:50_6,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'gpe'| 'filler': 'wales'}],we need sustainable employment in the energy sector. i know from my own constituency in wales that they look to the eu for leadership.
1708,fine-tune/20140312-0900-PLENARY-3-en_20140312-09:37:50_1,[],we need binding targets for energy efficiency as well as for increasing renewable energy.
1709,fine-tune/20140312-0900-PLENARY-3-en_20140312-09:37:50_7,[],we need to keep our promises to the people that we will work effectively to combat climate change.
1710,fine-tune/20140312-0900-PLENARY-3-en_20140312-09:37:50_3,[],the commission's own research shows that higher targets result in reduced dependence on energy imports and in savings on health spending.
