ID,duration,wav,semantics,transcript
48080,2.3676875,slurp_real/audio-1497023679.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},what is the name of this song
48081,2.176,slurp_real/audio-1498483392-headset.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},what is the name of this song
48082,2.17575,slurp_real/audio-1498483392.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},what is the name of this song
48083,3.007625,slurp_real/audio-1500039467.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},what is the name of this song
48084,2.815625,slurp_real/audio-1500040582.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},what is the name of this song
48085,1.92,slurp_real/audio-1502099715-headset.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},what is the name of this song
48086,2.229125,slurp_real/audio-1502099715.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},what is the name of this song
48087,2.24,slurp_real/audio-1501771758-headset.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},what is the name of this song
48088,2.17575,slurp_real/audio-1501771758.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},what is the name of this song
48089,6.528,slurp_real/audio-1499692285-headset.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},what is the name of this song
48090,6.463125,slurp_real/audio-1499692285.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},what is the name of this song
48091,2.368,slurp_real/audio-1501156536-headset.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},what is the name of this song
48092,2.71675,slurp_real/audio-1501156536.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},what is the name of this song
48093,1.728,slurp_real/audio-1494421782-headset.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},what is the name of this song
48094,1.79175,slurp_real/audio-1494421782.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},what is the name of this song
48095,1.728,slurp_real/audio-1494421940-headset.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},what is the name of this song
48096,1.79175,slurp_real/audio-1494421940.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},what is the name of this song
48097,1.728,slurp_real/audio-1494512351-headset.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},what is the name of this song
48098,1.7278125,slurp_real/audio-1494512351.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},what is the name of this song
48099,1.92,slurp_real/audio-1496266144-headset.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},what is the name of this song
48100,1.91975,slurp_real/audio-1496266144.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},what is the name of this song
48101,3.2,slurp_real/audio-1498568400-headset.flac,{'scenario': 'play'| 'action': 'music'| 'entities': []},i want to here song one
48102,3.3275625,slurp_real/audio-1498568400.flac,{'scenario': 'play'| 'action': 'music'| 'entities': []},i want to here song one
48103,3.456,slurp_real/audio-1498759130-headset.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'place_name'| 'filler': 'new york'}| {'type': 'place_name'| 'filler': 'berlin'}]},what is the distance between new york and berlin
48104,4.032,slurp_real/audio-1502891985-headset.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'place_name'| 'filler': 'new york'}| {'type': 'place_name'| 'filler': 'berlin'}]},what is the distance between new york and berlin
48105,2.112,slurp_real/audio-1494422769-headset.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'place_name'| 'filler': 'new york'}| {'type': 'place_name'| 'filler': 'berlin'}]},what is the distance between new york and berlin
48106,2.17575,slurp_real/audio-1494422769.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'place_name'| 'filler': 'new york'}| {'type': 'place_name'| 'filler': 'berlin'}]},what is the distance between new york and berlin
48107,3.328,slurp_real/audio-1501752621-headset.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'treasure island'}| {'type': 'audiobook_author'| 'filler': 'robert louis stevenson'}]},i want to listen to treasure island by robert louis stevenson
48108,3.3275625,slurp_real/audio-1501752621.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'treasure island'}| {'type': 'audiobook_author'| 'filler': 'robert louis stevenson'}]},i want to listen to treasure island by robert louis stevenson
48109,4.864,slurp_real/audio--1504191084-headset.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'treasure island'}| {'type': 'audiobook_author'| 'filler': 'robert louis stevenson'}]},i want to listen to treasure island by robert louis stevenson
48110,4.9273125,slurp_real/audio--1504191084.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'treasure island'}| {'type': 'audiobook_author'| 'filler': 'robert louis stevenson'}]},i want to listen to treasure island by robert louis stevenson
48111,4.096,slurp_real/audio--1504191249-headset.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'treasure island'}| {'type': 'audiobook_author'| 'filler': 'robert louis stevenson'}]},i want to listen to treasure island by robert louis stevenson
48112,4.0954375,slurp_real/audio--1504191249.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'treasure island'}| {'type': 'audiobook_author'| 'filler': 'robert louis stevenson'}]},i want to listen to treasure island by robert louis stevenson
48113,3.968,slurp_real/audio--1504194494-headset.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'treasure island'}| {'type': 'audiobook_author'| 'filler': 'robert louis stevenson'}]},i want to listen to treasure island by robert louis stevenson
48114,3.9675,slurp_real/audio--1504194494.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'treasure island'}| {'type': 'audiobook_author'| 'filler': 'robert louis stevenson'}]},i want to listen to treasure island by robert louis stevenson
48115,2.688,slurp_real/audio-1501753054-headset.flac,{'scenario': 'transport'| 'action': 'query'| 'entities': [{'type': 'food_type'| 'filler': 'mexican'}| {'type': 'business_type'| 'filler': 'restaurant'}]},where is the closest mexican restaurant
48116,2.687625,slurp_real/audio-1501753054.flac,{'scenario': 'transport'| 'action': 'query'| 'entities': [{'type': 'food_type'| 'filler': 'mexican'}| {'type': 'business_type'| 'filler': 'restaurant'}]},where is the closest mexican restaurant
48117,1.344,slurp_real/audio-1502200982-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make coffee
48118,0.6399375,slurp_real/audio-1502200982.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make coffee
48119,3.072,slurp_real/audio-1489497339-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make coffee
48120,3.071625,slurp_real/audio-1489497339.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make coffee
48121,2.24,slurp_real/audio-1434535255-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make coffee
48122,2.3036875,slurp_real/audio-1434535255.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make coffee
48123,5.1193125,slurp_real/audio-1499695619.flac,{'scenario': 'play'| 'action': 'podcasts'| 'entities': [{'type': 'podcast_name'| 'filler': 'morning show'}]},play the newest morning show podcast
48124,2.624,slurp_real/audio-1495377381-headset.flac,{'scenario': 'play'| 'action': 'podcasts'| 'entities': [{'type': 'podcast_name'| 'filler': 'morning show'}]},play the newest morning show podcast
48125,2.687625,slurp_real/audio-1495377381.flac,{'scenario': 'play'| 'action': 'podcasts'| 'entities': [{'type': 'podcast_name'| 'filler': 'morning show'}]},play the newest morning show podcast
48126,2.943625,slurp_real/audio-1488991736.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48127,1.92,slurp_real/audio-1498564802-headset.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48128,2.04775,slurp_real/audio-1498564802.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48129,1.408,slurp_real/audio-1501751958-headset.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48130,1.4078125,slurp_real/audio-1501751958.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48131,1.792,slurp_real/audio-1501766771-headset.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48132,1.79175,slurp_real/audio-1501766771.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48133,2.304,slurp_real/audio-1489504109-headset.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48134,2.3676875,slurp_real/audio-1489504109.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48135,3.328,slurp_real/audio-1490281271-headset.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48136,3.3915625,slurp_real/audio-1490281271.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48137,2.5596875,slurp_real/audio-1499693921.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48138,2.368,slurp_real/audio-1501415529-headset.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48139,2.71675,slurp_real/audio-1501415529.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48140,2.24,slurp_real/audio-1502101497-headset.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48141,2.5078125,slurp_real/audio-1502101497.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48142,2.368,slurp_real/audio-1501775940-headset.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48143,2.3036875,slurp_real/audio-1501775940.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48144,2.87,slurp_real/audio-1488538301.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48145,2.91,slurp_real/audio-1488540361.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48146,3.98,slurp_real/audio-1488558201.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48147,3.11,slurp_real/audio-1488561243.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48148,2.76,slurp_real/audio-1488561662.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48149,2.98,slurp_real/audio-1488633519.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48150,2.687625,slurp_real/audio-1488986943.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48151,2.5596875,slurp_real/audio-1488987497.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48152,4.032,slurp_real/audio-1497436939-headset.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48153,4.1594375,slurp_real/audio-1497436939.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48154,2.816,slurp_real/audio-1434538544-headset.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48155,2.815625,slurp_real/audio-1434538544.flac,{'scenario': 'iot'| 'action': 'hue_lightdim'| 'entities': []},turn down the brightness
48156,5.888,slurp_real/audio-1502197648-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'person'| 'filler': 'kim'}| {'type': 'person'| 'filler': 'marc'}| {'type': 'person'| 'filler': 'julian'}| {'type': 'event_name'| 'filler': 'meeting'}| {'type': 'date'| 'filler': 'Thursday'}| {'type': 'time'| 'filler': 'three pm'}]},please invite kim marc and julian to a meeting on thursday at three pm
48157,5.8871875,slurp_real/audio-1502197648.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'person'| 'filler': 'kim'}| {'type': 'person'| 'filler': 'marc'}| {'type': 'person'| 'filler': 'julian'}| {'type': 'event_name'| 'filler': 'meeting'}| {'type': 'date'| 'filler': 'Thursday'}| {'type': 'time'| 'filler': 'three pm'}]},please invite kim marc and julian to a meeting on thursday at three pm
48158,4.992,slurp_real/audio-1502200527-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'person'| 'filler': 'kim'}| {'type': 'person'| 'filler': 'marc'}| {'type': 'person'| 'filler': 'julian'}| {'type': 'event_name'| 'filler': 'meeting'}| {'type': 'date'| 'filler': 'Thursday'}| {'type': 'time'| 'filler': 'three pm'}]},please invite kim marc and julian to a meeting on thursday at three pm
48159,4.479375,slurp_real/audio-1502200527.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'person'| 'filler': 'kim'}| {'type': 'person'| 'filler': 'marc'}| {'type': 'person'| 'filler': 'julian'}| {'type': 'event_name'| 'filler': 'meeting'}| {'type': 'date'| 'filler': 'Thursday'}| {'type': 'time'| 'filler': 'three pm'}]},please invite kim marc and julian to a meeting on thursday at three pm
48160,5.312,slurp_real/audio-1502890134-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'person'| 'filler': 'kim'}| {'type': 'person'| 'filler': 'marc'}| {'type': 'person'| 'filler': 'julian'}| {'type': 'event_name'| 'filler': 'meeting'}| {'type': 'date'| 'filler': 'Thursday'}| {'type': 'time'| 'filler': 'three pm'}]},please invite kim marc and julian to a meeting on thursday at three pm
48161,5.31125,slurp_real/audio-1502890134.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'person'| 'filler': 'kim'}| {'type': 'person'| 'filler': 'marc'}| {'type': 'person'| 'filler': 'julian'}| {'type': 'event_name'| 'filler': 'meeting'}| {'type': 'date'| 'filler': 'Thursday'}| {'type': 'time'| 'filler': 'three pm'}]},please invite kim marc and julian to a meeting on thursday at three pm
48162,3.904,slurp_real/audio-1499693105-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'person'| 'filler': 'kim'}| {'type': 'person'| 'filler': 'marc'}| {'type': 'person'| 'filler': 'julian'}| {'type': 'event_name'| 'filler': 'meeting'}| {'type': 'date'| 'filler': 'Thursday'}| {'type': 'time'| 'filler': 'three pm'}]},please invite kim marc and julian to a meeting on thursday at three pm
48163,3.9035,slurp_real/audio-1499693105.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'person'| 'filler': 'kim'}| {'type': 'person'| 'filler': 'marc'}| {'type': 'person'| 'filler': 'julian'}| {'type': 'event_name'| 'filler': 'meeting'}| {'type': 'date'| 'filler': 'Thursday'}| {'type': 'time'| 'filler': 'three pm'}]},please invite kim marc and julian to a meeting on thursday at three pm
48164,4.416,slurp_real/audio-1502376783-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'person'| 'filler': 'kim'}| {'type': 'person'| 'filler': 'marc'}| {'type': 'person'| 'filler': 'julian'}| {'type': 'event_name'| 'filler': 'meeting'}| {'type': 'date'| 'filler': 'Thursday'}| {'type': 'time'| 'filler': 'three pm'}]},please invite kim marc and julian to a meeting on thursday at three pm
48165,4.3514375,slurp_real/audio-1502376783.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'person'| 'filler': 'kim'}| {'type': 'person'| 'filler': 'marc'}| {'type': 'person'| 'filler': 'julian'}| {'type': 'event_name'| 'filler': 'meeting'}| {'type': 'date'| 'filler': 'Thursday'}| {'type': 'time'| 'filler': 'three pm'}]},please invite kim marc and julian to a meeting on thursday at three pm
48166,5.76,slurp_real/audio-1501158080-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'person'| 'filler': 'kim'}| {'type': 'person'| 'filler': 'marc'}| {'type': 'person'| 'filler': 'julian'}| {'type': 'event_name'| 'filler': 'meeting'}| {'type': 'date'| 'filler': 'Thursday'}| {'type': 'time'| 'filler': 'three pm'}]},please invite kim marc and julian to a meeting on thursday at three pm
48167,6.478375,slurp_real/audio-1501158080.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'person'| 'filler': 'kim'}| {'type': 'person'| 'filler': 'marc'}| {'type': 'person'| 'filler': 'julian'}| {'type': 'event_name'| 'filler': 'meeting'}| {'type': 'date'| 'filler': 'Thursday'}| {'type': 'time'| 'filler': 'three pm'}]},please invite kim marc and julian to a meeting on thursday at three pm
48168,1.92,slurp_real/audio-1498566185-headset.flac,{'scenario': 'qa'| 'action': 'stock'| 'entities': [{'type': 'business_name'| 'filler': 'tvs'}]},tvs stock price
48169,2.11175,slurp_real/audio-1498566185.flac,{'scenario': 'qa'| 'action': 'stock'| 'entities': [{'type': 'business_name'| 'filler': 'tvs'}]},tvs stock price
48170,2.24,slurp_real/audio-1498567408-headset.flac,{'scenario': 'qa'| 'action': 'stock'| 'entities': [{'type': 'business_name'| 'filler': 'tvs'}]},tvs stock price
48171,2.3676875,slurp_real/audio-1498567408.flac,{'scenario': 'qa'| 'action': 'stock'| 'entities': [{'type': 'business_name'| 'filler': 'tvs'}]},tvs stock price
48172,2.944,slurp_real/audio-1501756783-headset.flac,{'scenario': 'qa'| 'action': 'stock'| 'entities': [{'type': 'business_name'| 'filler': 'tvs'}]},tvs stock price
48173,2.943625,slurp_real/audio-1501756783.flac,{'scenario': 'qa'| 'action': 'stock'| 'entities': [{'type': 'business_name'| 'filler': 'tvs'}]},tvs stock price
48174,2.624,slurp_real/audio-1501776783-headset.flac,{'scenario': 'qa'| 'action': 'stock'| 'entities': [{'type': 'business_name'| 'filler': 'tvs'}]},tvs stock price
48175,2.5596875,slurp_real/audio-1501776783.flac,{'scenario': 'qa'| 'action': 'stock'| 'entities': [{'type': 'business_name'| 'filler': 'tvs'}]},tvs stock price
48176,2.752,slurp_real/audio-1490204763-headset.flac,{'scenario': 'music'| 'action': 'likeness'| 'entities': []},can save this music in my playlist
48177,2.815625,slurp_real/audio-1490204763.flac,{'scenario': 'music'| 'action': 'likeness'| 'entities': []},can save this music in my playlist
48178,2.24,slurp_real/audio-1501753838-headset.flac,{'scenario': 'music'| 'action': 'likeness'| 'entities': []},can save this music in my playlist
48179,2.17575,slurp_real/audio-1501753838.flac,{'scenario': 'music'| 'action': 'likeness'| 'entities': []},can save this music in my playlist
48180,4.544,slurp_real/audio-1497271506-headset.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'media_type'| 'filler': 'tweet'}| {'type': 'date'| 'filler': 'this month'}]},tweet a complaint about more electricity bill this month
48181,4.671375,slurp_real/audio-1497271506.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'media_type'| 'filler': 'tweet'}| {'type': 'date'| 'filler': 'this month'}]},tweet a complaint about more electricity bill this month
48182,3.456,slurp_real/audio-1500039186-headset.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'media_type'| 'filler': 'tweet'}| {'type': 'date'| 'filler': 'this month'}]},tweet a complaint about more electricity bill this month
48183,3.3275625,slurp_real/audio-1500039186.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'media_type'| 'filler': 'tweet'}| {'type': 'date'| 'filler': 'this month'}]},tweet a complaint about more electricity bill this month
48184,1.6,slurp_real/audio-1502376141-headset.flac,{'scenario': 'calendar'| 'action': 'remove'| 'entities': []},erase my next event
48185,0.7679375,slurp_real/audio-1502376141.flac,{'scenario': 'calendar'| 'action': 'remove'| 'entities': []},erase my next event
48186,3.2,slurp_real/audio-1434541801-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'date'| 'filler': 'tomorrow'}| {'type': 'event_name'| 'filler': 'meeting'}| {'type': 'time'| 'filler': 'ten'}]},remind me off about my tomorrow meeting sharply at ten
48187,3.1995625,slurp_real/audio-1434541801.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'date'| 'filler': 'tomorrow'}| {'type': 'event_name'| 'filler': 'meeting'}| {'type': 'time'| 'filler': 'ten'}]},remind me off about my tomorrow meeting sharply at ten
48188,3.84,slurp_real/audio-1502376312-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'date'| 'filler': 'tomorrow'}| {'type': 'event_name'| 'filler': 'meeting'}| {'type': 'time'| 'filler': 'ten'}]},remind me off about my tomorrow meeting sharply at ten
48189,2.943625,slurp_real/audio-1502376312.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'date'| 'filler': 'tomorrow'}| {'type': 'event_name'| 'filler': 'meeting'}| {'type': 'time'| 'filler': 'ten'}]},remind me off about my tomorrow meeting sharply at ten
48190,1.6,slurp_real/audio-1490184318-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},let dog out
48191,1.6638125,slurp_real/audio-1490184318.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},let dog out
48192,1.024,slurp_real/audio-1501753968-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},let dog out
48193,1.023875,slurp_real/audio-1501753968.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},let dog out
48194,3.84,slurp_real/audio-1489497114-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},let dog out
48195,3.8395,slurp_real/audio-1489497114.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},let dog out
48196,3.3275625,slurp_real/audio-1499692062.flac,{'scenario': 'recommendation'| 'action': 'events'| 'entities': []},tell me about some cool events going on here
48197,2.176,slurp_real/audio-1490193431-headset.flac,{'scenario': 'transport'| 'action': 'traffic'| 'entities': [{'type': 'timeofday'| 'filler': 'morning'}]},how bad is traffic this morning
48198,2.17575,slurp_real/audio-1490193431.flac,{'scenario': 'transport'| 'action': 'traffic'| 'entities': [{'type': 'timeofday'| 'filler': 'morning'}]},how bad is traffic this morning
48199,3.9035,slurp_real/audio-1497369296.flac,{'scenario': 'cooking'| 'action': 'recipe'| 'entities': [{'type': 'food_type'| 'filler': 'margarine'}]},what is a substitute for margarine
48200,4.096,slurp_real/audio-1499245791-headset.flac,{'scenario': 'cooking'| 'action': 'recipe'| 'entities': [{'type': 'food_type'| 'filler': 'margarine'}]},what is a substitute for margarine
48201,4.0954375,slurp_real/audio-1499245791.flac,{'scenario': 'cooking'| 'action': 'recipe'| 'entities': [{'type': 'food_type'| 'filler': 'margarine'}]},what is a substitute for margarine
48202,1.472,slurp_real/audio-1502895436-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},start coffee
48203,0.7679375,slurp_real/audio-1502895436.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},start coffee
48204,1.088,slurp_real/audio-1502896399-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},start coffee
48205,3.8395,slurp_real/audio-1499692478.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},please tell me the name of this song that is currently playing
48206,4.48,slurp_real/audio-1501158446-headset.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},please tell me the name of this song that is currently playing
48207,5.0155625,slurp_real/audio-1501158446.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},please tell me the name of this song that is currently playing
48208,1.344,slurp_real/audio-1490281647-headset.flac,{'scenario': 'calendar'| 'action': 'remove'| 'entities': []},fine
48209,1.4078125,slurp_real/audio-1490281647.flac,{'scenario': 'calendar'| 'action': 'remove'| 'entities': []},fine
48210,1.28,slurp_real/audio-1500899514-headset.flac,{'scenario': 'calendar'| 'action': 'remove'| 'entities': []},fine
48211,1.279875,slurp_real/audio-1500899514.flac,{'scenario': 'calendar'| 'action': 'remove'| 'entities': []},fine
48212,1.408,slurp_real/audio-1490103467-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48213,1.4078125,slurp_real/audio-1490103467.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48214,1.85575,slurp_real/audio-1498571498.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48215,0.896,slurp_real/audio-1498573252-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48216,1.023875,slurp_real/audio-1498573252.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48217,1.6,slurp_real/audio-1490203054-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48218,1.5998125,slurp_real/audio-1490203054.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48219,0.896,slurp_real/audio-1501758200-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48220,1.088,slurp_real/audio-1501753172-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48221,1.023875,slurp_real/audio-1501753172.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48222,1.4078125,slurp_real/audio-1488976246.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48223,2.4316875,slurp_real/audio-1489154922.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48224,0.96,slurp_real/audio-1490370899-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48225,0.959875,slurp_real/audio-1490370899.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48226,2.56,slurp_real/audio-1497269554-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48227,2.5596875,slurp_real/audio-1497269554.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48228,1.728,slurp_real/audio-1434532802-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48229,1.79175,slurp_real/audio-1434532802.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48230,1.6,slurp_real/audio-1497869419-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48231,1.7278125,slurp_real/audio-1497869419.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48232,1.408,slurp_real/audio-1498483790-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48233,1.4078125,slurp_real/audio-1498483790.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48234,1.472,slurp_real/audio-1498484898-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48235,1.4718125,slurp_real/audio-1498484898.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48236,1.856,slurp_real/audio-1499690943-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48237,1.79175,slurp_real/audio-1499690943.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48238,1.216,slurp_real/audio-1500036377-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48239,1.151875,slurp_real/audio-1500036377.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48240,1.792,slurp_real/audio-1501414846-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48241,2.0898125,slurp_real/audio-1501414846.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48242,1.92,slurp_real/audio-1502112300-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
48243,2.229125,slurp_real/audio-1502112300.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},what's the time
